Schema,Object,Bucket,PickReason,CurrentQuality,InfHits,T4InfHits,Dormant,HasUpstreamLog,MTime,CurrentPath
BI_DB_python,BI_DB_JIRA_Data,newbuild,"in-scope newbuild (kind=seed_dwh_internal, hops=0, mapped_uc=Y)",,,0,False,False,,
DE_dbo,BlockedSessionsNewHistory,newbuild,"in-scope newbuild (kind=seed_dwh_internal, hops=0, mapped_uc=Y)",,,0,False,False,,
DE_dbo,DataLakeTableStatus_FullVersion,newbuild,"in-scope newbuild (kind=seed_dwh_internal, hops=0, mapped_uc=Y)",,,0,False,False,,
Dealing_dbo,Dealing_IndiciesIntraHour_Clients,newbuild,"in-scope newbuild (kind=seed_dwh_internal, hops=0, mapped_uc=Y)",,,0,False,False,,
Dealing_dbo,Dealing_IndiciesIntraHour_Etoro,newbuild,"in-scope newbuild (kind=seed_dwh_internal, hops=0, mapped_uc=Y)",,,0,False,False,,
Dealing_dbo,Dealing_NumberofPositionsOpened_Agg,newbuild,"in-scope newbuild (kind=seed_dwh_internal, hops=0, mapped_uc=Y)",,,0,False,False,,
DWH_dbo,Dim_Date,newbuild,"in-scope newbuild (kind=seed_dwh_internal, hops=0, mapped_uc=Y)",,,0,False,False,,
eMoney_dbo,ETL_AccountsActivities,newbuild,"in-scope newbuild (kind=seed_dwh_internal, hops=0, mapped_uc=Y)",,,0,False,False,,
eMoney_dbo,ETL_SettlementsTransactions,newbuild,"in-scope newbuild (kind=seed_dwh_internal, hops=0, mapped_uc=Y)",,,0,False,False,,
eMoney_dbo,FiatAccount,newbuild,"in-scope newbuild (kind=seed_dwh_internal, hops=0, mapped_uc=Y)",,,0,False,False,,
EXE,Waiver,newbuild,"in-scope newbuild (kind=seed_dwh_internal, hops=0, mapped_uc=Y)",,,0,False,False,,
EXW_Wallet,EXW_Price,newbuild,"in-scope newbuild (kind=seed_dwh_internal, hops=0, mapped_uc=Y)",,,0,False,False,,
EXW_Wallet,EXW_PriceDaily,newbuild,"in-scope newbuild (kind=seed_dwh_internal, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_AlertServiceDB_Alert_Alert,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_AlertServiceDB_Configuration_AlertStatus,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_AlertServiceDB_Configuration_AlertTemplate,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_AlertServiceDB_Configuration_ReasonToClassification,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_AlertServiceDB_Dictionary_AlertType,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_AlertServiceDB_Dictionary_Category,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_AlertServiceDB_Dictionary_StatusClassification,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_AlertServiceDB_Dictionary_StatusReason,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_AlertServiceDB_Dictionary_StatusType,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_AlertServiceDB_Dictionary_TriggerType,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_Assignment_Assignment_ManagerTeam,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_Assignment_Assignment_TaskAudit,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_Assignment_Assignment_Teams,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_Assignment_Assignment_V_Tasks,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_Assignment_BackOffice_Manager,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_Assignment_Dictionary_Outcome,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_Assignment_Dictionary_OutcomeReason,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_Assignment_History_ManagerTeam,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_Assignment_History_V_Tasks,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_bi_db_recurringinvestment_positions_parquet,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_BI_OUTPUT_Customer_Customer_Support_Agent_User,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_BI_OUTPUT_Customer_ProfessionalCustomers,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_bi_output_finance_bi_db_positions_closed_to_iban_parquet,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_bi_output_finance_bi_db_positions_opened_from_iban_parquet,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_BI_OUTPUT_finance_customer_customer_deceased,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_Bi_Output_Uploads_QSR_Sustainability_List_equities_with_sustainability_stamp,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_Bi_Output_Uploads_TIN_Gaps_Freeze6,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_bronze_calendardb_market_mergeddailyschedules,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_Bronze_Fivetran_adwords_ad_perf_new_api_perf_ad_performance_report,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_Bronze_Fivetran_adwords_adgroup_perf_new_api_perf_adgroup_performance_report,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_Bronze_Fivetran_adwords_geo_conv_new_api_conv_geo_performance_report,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_Bronze_Fivetran_adwords_geo_perf_new_api_perf_geo_performance_report,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_Bronze_Fivetran_adwords_keywords_conv_new_api_conv_keywords_performance_report,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_Bronze_Fivetran_adwords_keywords_perf_new_api_perf_keywords_performance_report,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_Bronze_Fivetran_adwords_new_api_campaign_performance_report,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_Bronze_Fivetran_adwords_new_api_conversion_performance_report,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_Bronze_Fivetran_adwords_search_conv_new_api_conv_search_query_performance_report,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_Bronze_Fivetran_adwords_search_perf_new_api_perf_search_query_performance_report,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_ClubService_Clubs_UserBalances,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_ComplianceStateDB_Compliance_CustomerInteractionActionCounts,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_ComplianceStateDB_Compliance_CustomerInteractions,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_ComplianceStateDB_Compliance_CustomerKycMode_CustomerKycMode,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_ComplianceStateDB_Compliance_CustomerProfessionalQuestionnaireResult,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_ComplianceStateDB_Compliance_CustomerRequirmentsHistoryViewForW8ben,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_ComplianceStateDB_Compliance_CustomerRestrictions,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_ComplianceStateDB_Compliance_KycFlow,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_ComplianceStateDB_Compliance_UserInteractionDetails,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_ComplianceStateDB_Compliance_UserTradingData,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_ComplianceStateDB_Dictionary_KYCFlowType,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_ComplianceStateDB_Dictionary_RestrictionStatus,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_ComplianceStateDB_Dictionary_RestrictionStatusReason,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_ComplianceStateDB_Dictionary_RestrictionStatusSubreason,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_ComplianceStateDB_History_KycFlow,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_ComplianceStateDB_History_UserTradingData,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_BackOffice_CompensationReason,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_BackOffice_Customer,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_BackOffice_CustomerAllTimeAggregatedData,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_BackOffice_CustomerDocument,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_backoffice_customerdocument_Pavlina,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_etoro_BackOffice_CustomerDocumentToDocumentType,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_BackOffice_CustomerRisk,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_BackOffice_DocumentAuthenticationReasons,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_BackOffice_DocumentVendors,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_BackOffice_Manager,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_BackOffice_RedeemApproval,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_BackOffice_WithdrawApproval,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Billimg_ProtocolMIDSettings,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_etoro_Billimg_vWithdrawToFunding_FUll,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_etoro_Billing_CashoutRollbackTracking,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Billing_ConversionFeeOverride,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Billing_Deposit,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Billing_DepositRollbackTracking,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Billing_Depot,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Billing_Funding,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_etoro_Billing_Funding_Datafactory,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_eToro_Billing_MerchantAccountRouting,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Billing_ProtocolMIDSettings,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Billing_Redeem,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Billing_vWithdrawToFunding,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_billing_vWithdrawToFunding_Alltime,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_etoro_Billing_Withdraw,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Billing_WithdrawRejects,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Customer_Address,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Customer_BlockedCustomerOperations,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Customer_TrackingId,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Dictionary_AuthenticationReason,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Dictionary_BlockUnBlockReason,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Dictionary_CashoutReason,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Dictionary_CashoutStatus,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Dictionary_CashoutType,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Dictionary_CorporateAction,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Dictionary_Deposittype,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Dictionary_DocumentClassification,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Dictionary_DocumentRejectReason,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Dictionary_DocumentStatus,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Dictionary_DocumentType,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Dictionary_ExecuteEntryMethod,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Dictionary_Leverage,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_eToro_Dictionary_MapMerchantCodeToMid,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_etoro_Dictionary_MarketingRegion,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_eToro_Dictionary_MerchantAccount,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Dictionary_MoveMoneyReason,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Dictionary_OperationTypesForBlocking,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Dictionary_RedeemReason,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Dictionary_RedeemStatus,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Dictionary_Response,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Dictionary_RiskManagementStatus,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_DWH_V_CustomerCustomerHourly,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_history_audit_history,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_etoro_history_BackOfficeCustomer_BackOfficeCaustomerTable,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_etoro_History_BlockedCustomerOperations,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_history_credit_Apex_Artyom,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_etoro_History_Credit_coup,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_etoro_history_credit_Pavlina,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_etoro_History_Credit_Yesterday,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_etoro_History_DepositAction_Yesterday,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_etoro_History_InstrumentConfiguration,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_History_InstrumentMetaData,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_history_InstrumentSpread,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_etoro_History_PositionChangeLog_Yesterday,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_etoro_History_ProviderToInstrument,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_Etoro_History_vWithdrawToFundingAction,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Internal_RiskScore,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Trade_InstrumentMetaData,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Trade_ProviderInstrumentToLeverage,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoro_Trade_TerminalIDToCorporateAction,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_etoroGeneral_Customer_Settings,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_ExternalOperations_Funding_MoneyTransferRequestLog,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_ExternalOperations_Funding_UserTransactionsAggregation,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_fiktivo_AffiliateCommission_ClosedPositionCommission,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_fiktivo_AffiliateCommission_Credit,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_fiktivo_AffiliateCommission_CreditCommission,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_fiktivo_AffiliateCommission_Registration,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_fiktivo_AffiliateCommission_RegistrationCommission,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
BI_DB_dbo,External_fiktivo_dbo_tblaff_Affiliates,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_fiktivo_dbo_tblaff_AffiliateTypes,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_fiktivo_dbo_tblaff_Country,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_fiktivo_dbo_tblaff_eCost,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_fiktivo_dbo_tblaff_eCost_Commissions,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_fiktivo_dbo_tblaff_FirstPositions_Commissions,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_fiktivo_dbo_tblaff_Leads,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_fiktivo_dbo_tblaff_Leads_Commissions,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_fiktivo_dbo_tblaff_MarketingExpense,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_fiktivo_dbo_tblaff_PaymentDetails,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_fiktivo_dbo_tblaff_PaymentHistory,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=Y)",,,0,False,False,,
BI_DB_dbo,External_fiktivo_fiktivo_Dictionary_PaymentMethods,newbuild,"in-scope newbuild (kind=seed_external, hops=0, mapped_uc=N)",,,0,False,False,,
