correction_id,target,wiki_path,column_name,status,edited_line_no,old_desc,new_desc,notes
Dim_CostSubtype.CostSubtypeId,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CostSubtype.md,CostSubtypeId,applied,109,"Primary key. Integer identifier for the cost subtype. Maps to: 0=Markup, 1=ConversionMarkup, 2=TicketFee, 3=SDRT (UK Stamp Duty), 4=TransactionFee, 5=Refund, 6=FixPerLotFee. DWH note: sourced from `Id` column in HistoryCosts staging (renamed to CostSubtypeId). (Tier 2 - SP_Dictionaries_DL_To_Synapse)",Nullable integer identifier for the cost subtype. Loaded by SP_Dictionaries_DL_To_Synapse from HistoryCosts staging.,judge-only
Dim_CostType.CostTypeId,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CostType.md,CostTypeId,applied,102,"Primary key. Top-level cost category ID. Maps to: 1=Markup (spread revenue), 2=CurrencyMarkup (FX conversion charge), 3=Fee (explicit per-trade fee), 4=Tax (regulatory tax). DWH note: sourced from `Id` column in HistoryCosts staging, renamed to CostTypeId. (Tier 2 - SP_Dictionaries_DL_To_Synapse)",Cost category identifier (nullable). Loaded by SP_Dictionaries_DL_To_Synapse from a HistoryCosts staging source. Not a primary key.,judge-only
Dim_Country.IsHighRiskCountry,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,applied,159,"AML/compliance risk flag. 0=standard risk, 1=high risk. RECOMPUTED by SP from RiskGroupID: `CASE WHEN RiskGroupID IN (0,4) THEN 0 ELSE 1 END`. 179 high-risk countries. Triggers enhanced due diligence and stricter transaction monitoring. (Tier 2 - SP_Dictionaries_Country_DL_To_Synapse)","AML/compliance risk flag. 0=standard risk, 1=high risk. Recomputed by SP from RiskGroupID: CASE WHEN RiskGroupID IN (0,4) THEN 0 ELSE 1 END — countries with RiskGroupID 1, 2, or 3 are flagged high-risk (14 countries per upstream Dictionary.Country). Triggers enhanced due diligence.",judge-only
Dim_Country.Region,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,Region,applied,160,"Marketing region label for this country. Loaded from etoro.Dictionary.MarketingRegion.Name via JOIN on MarketingRegionID. NOT the geographic region from Dictionary.Region. 22 distinct values (e.g., ""ROW"", ""Africa"", ""French"", ""Arabic Other""). Used for marketing campaign grouping. (Tier 2 - SP_Dictionaries_Country_DL_To_Synapse)","Marketing region label for this country. Loaded from Dictionary.MarketingRegion.Name via JOIN on MarketingRegionID. NOT the geographic region from Dictionary.Region. Up to 21 distinct values (e.g., ""ROW"", ""Africa"", ""French"", ""Arabic""). Used for marketing campaign grouping.",judge-only
Dim_CountryBin.MinAmountFor3ds,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CountryBin.md,MinAmountFor3ds,applied,123,Minimum deposit amount (in account currency units) that triggers 3DS verification for this BIN. 0 = all amounts require 3DS when ShouldCheck3ds=1. Only meaningful when ShouldCheck3ds=1. (Tier 1 - Dictionary.CountryBin6 upstream wiki),Minimum amount that triggers 3DS check. NULL = no minimum. (Tier 1 - Dictionary.CountryBin6),L2-semantic
Dim_CountryIPAnonymous.CountryCode,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CountryIPAnonymous.md,CountryCode,applied,112,"ISO 3166-1 alpha-2 country code from IP2Location (e.g., ""AU"", ""JP""). Source column: `ISNULL(country_code, 'NA')` - NULL guard prevents Namibia rows from being silently dropped. Used to resolve CountryID via JOIN to Dim_Country.Abbreviation. (Tier 2 - SP_Dictionaries_Country_DL_To_Synapse)","ISO 3166-1 alpha-2 country code from IP2Location. Source: `ISNULL(country_code, 'NA')` — NULLs are replaced with 'NA', which is Namibia's ISO code, so unknown-country IPs will masquerade as Namibia. Used to resolve CountryID via JOIN to Dim_Country.Abbreviation.",judge-only
Dim_CountryIPAnonymousProxyType.ProxyType,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CountryIPAnonymousProxyType.md,ProxyType,applied,125,"Primary key — 3-character IP2Location proxy type code. Values: DCH (Data Center/CDN), PUB (Public Proxy), SES (Search Engine Bot), TOR (Tor Exit Node), VPN (Anonymizing VPN), WEB (Web Proxy). Used as the JOIN key to decode proxy codes in Dim_CountryIPAnonymous and Fact_CustomerAction. (Tier 3 — live data, DWH_dbo.Dim_CountryIPAnonymousProxyType)",3-character IP2Location proxy type code (nullable varchar(3)). Not a formal primary key per DDL. Used to categorise proxy connections detected by IP geolocation.,judge-only
Dim_Currency.CurrencyTypeID,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Currency.md,CurrencyTypeID,applied,135,"FK to Dim_CurrencyType (if exists). Asset class: 1=Forex (174), 2=Commodity (533), 4=Indices (203), 5=Stocks (13,044), 6=ETF (1,094), 10=Crypto (686). Determines trading rules, leverage limits, and settlement eligibility. (Tier 1 - Dictionary.Currency upstream wiki)","FK to Dim_CurrencyType. Asset class identifier: 1=Forex (176), 2=Commodity (412), 4=Indices (167), 5=Stocks (8,632), 6=ETF (652), 10=Crypto (630). Determines trading rules, leverage limits, and settlement eligibility.",judge-only
Dim_Customer.AccountStatusID,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,AccountStatusID,applied,175,Account operational status. Default=1 (Active/Normal). 2=Closed or Restricted. (Tier 1 — Customer.CustomerStatic),Account operational status. Default=0. SP_Dim_Customer converts NULLs to 0 via ISNULL.,judge-only
Dim_Customer.CampaignID,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,CampaignID,applied,158,Marketing campaign ID under which the customer was acquired. FK to BackOffice.Campaign. NULL for organically acquired customers. (Tier 1 — Customer.CustomerStatic),Marketing campaign ID under which the customer was acquired. FK to BackOffice.Campaign. 0 for organically acquired customers (NULLs are converted to 0 by SP_Dim_Customer).,judge-only
Dim_Customer.LabelID,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,LabelID,applied,160,Internal segment label. FK to Dictionary.Label. LabelID=26 = BonusOnly customer (triggers IsHedged=0). Default=0. (Tier 1 — Customer.CustomerStatic),"Internal segment label. FK to Dictionary.Label. LabelID values 26 and 30 are excluded from IsValidCustomer logic. Default=0. IsHedged=0 is triggered by presence in BackOffice.BonusOnlyCustomers, not by LabelID.",judge-only
Dim_Customer.MifidCategorizationID,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,MifidCategorizationID,applied,207,"MiFID II investor classification. FK to Dictionary.MifidCategorization. Values: 1=Retail (97.3%), 4=Eligible Counterparty (2.6%), 5=Professional (0.03%). Default=1. (Tier 1 — BackOffice.Customer)","MiFID II investor classification. FK to Dictionary.MifidCategorization. Values: 1=Retail (97.3%), 4=Eligible Counterparty (2.6%), 5=Professional (0.03%). Default=1.",judge-only
Dim_Customer.VerificationLevelID,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,VerificationLevelID,applied,199,"KYC verification level. FK to Dictionary.VerificationLevel. Values: 0=unverified (34.2%), 1=partial (12.4%), 2=intermediate (6.2%), 3=fully verified (47.1%). Default=0. (Tier 1 — BackOffice.Customer)","KYC verification level. FK to Dictionary.VerificationLevel. Values: 0=unverified, 1=partial, 2=intermediate, 3=fully verified. DDL default=-1; SP_Dim_Customer converts NULLs to 0 via ISNULL.",judge-only
Dim_DocumentStatus.DocumentStatusID,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_DocumentStatus.md,DocumentStatusID,applied,100,"Primary key identifying the document review state. 1=New Upload, 2=Reviewed, 3=Accepted, 4=Rejected, 5=POIApproved. (Tier 1 — Dictionary.DocumentStatus)","Primary key identifying the document review state. 1=Uploaded, 2=PendingReview, 3=Approved, 4=Declined, 5=Expired. See glossary Document Status. (Tier 1 - Dictionary.DocumentStatus)",L2-semantic
Dim_ExecutionOperationType.OperationTypeId,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ExecutionOperationType.md,OperationTypeId,applied,125,"Primary key. Integer code identifying the trading execution operation type. Values: 0=OrderForOpen, 1=OrderForOpenInMirror, 2=OrderForClose, 3=OrderForCloseInMirror, 4=CancelDelayedOrderForOpen, 5=CancelDelayedOrderForClose, 6=CancelOrderForOpen, 7=CancelOrderForClose, 8=OrderForOpenStatusUpdateRejected, 9=OrderForCloseStatusUpdateRejected, 10=OrderForCloseStatusUpdateFilled, 11=OrderForOpenStatusUpdateFilled, 12=PositionClose, 13=PositionCloseByLimit, 14=PositionOpen, 15=OperationalOpenPosition, 16=OperationalClosePosition, 17=OperationalPositionAdjustment, 18=DirectOpenPosition, 19=DirectClosePosition, 20=OrderForCloseByLimit, 21=OrderForCloseByRate, 22=AdminOrderForOpenWithHedge, 23=AdminOrderForOpenWithoutHedge, 24=AdminPositionOpen. Renamed from `Id` in source. (Tier 2 - SP_Dictionaries_DL_To_Synapse)",Nullable integer code identifying the trading execution operation type. Not a primary key (column is defined as int NULL). Populated by SP_Dictionaries_DL_To_Synapse.,judge-only
Dim_HistorySplitRatio.ID,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_HistorySplitRatio.md,ID,applied,133,"Surrogate primary key, auto-incremented. NOT FOR REPLICATION indicates replication topology. Uniquely identifies each split event. (Tier 1 — History.SplitRatio)",Integer primary key identifying each split ratio record. Not auto-incremented in the DWH; value is passed through from the staging source via SP_Dim_HistorySplitRatio_DL_To_Synapse.,judge-only
Dim_Instrument.BuyCurrencyID,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument.md,BuyCurrencyID,applied,148,FK to Dictionary.Currency. Buy-side asset. For forex: base currency; for stocks: asset itself (BuyCurrencyID=InstrumentID). Inherited from Trade.Instrument. (Tier 1 — Trade.GetInstrument),Buy-side currency abbreviation. For forex: base currency code; for stocks: the asset code (BuyCurrencyID=InstrumentID). Inherited from Trade.Instrument (Tier 1 - Trade.GetInstrument),L2-semantic
Dim_Instrument.CUSIP,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument.md,CUSIP,applied,170,"Alias for InstrumentMetaData.Cusip. Committee on Uniform Securities Identification Procedures code for US/Canada securities. NULL for forex, crypto, many non-US instruments. (Tier 1 — Trade.InstrumentCusip)","CUSIP code sourced from Trade.InstrumentCusip (not InstrumentMetaData). Committee on Uniform Securities Identification Procedures identifier for US/Canada securities. NULL for forex, crypto, and many non-US instruments.",judge-only
Dim_Instrument.Name,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument.md,Name,applied,145,"Computed: TDCUR_BUY.Abbreviation + '/' + TDCUR_SEL.Abbreviation. Display name for UI (e.g., EUR/USD, AAPL/USD). (Tier 1 — Trade.GetInstrument)","Display name computed by Trade.GetInstrument as BuyCurrency Abbreviation + '/' + SellCurrency Abbreviation (e.g., EUR/USD for forex, AAPL/USD for stocks). Not a company name; see InstrumentDisplayName for human-readable labels.",judge-only
Dim_Instrument.SettlementTime,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument.md,SettlementTime,applied,187,"Time of day for settlement. DWH note: reformatted from Trade.FuturesMetaData.SettlementTime via FORMAT(DATEPART(HOUR)*100 + DATEPART(MINUTE), '00:00'). (Tier 1 — Trade.FuturesMetaData)","Time-of-day settlement from Trade.FuturesMetaData, reformatted in SP_Dim_Instrument via FORMAT(DATEPART(HOUR)*100 + DATEPART(MINUTE), '00:00') and cast to TIME. Primarily relevant for futures instruments. NULL for non-futures.",judge-only
Dim_MoveMoneyReason.MoveMoneyReason,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_MoveMoneyReason.md,MoveMoneyReason,applied,97,"Human-readable reason label. Note: column name matches table name (denormalized pattern). Displayed in account statements, credit history, and BackOffice audit screens. (Tier 1 — Dictionary.MoveMoneyReason)",Human-readable money movement reason label matching the denormalized table-name pattern noted in the upstream wiki. Production ID 4 is missing and only possibly deprecated per the upstream wiki — the DWH label 'Airdrop' for that ID cannot be confirmed from Tier-1 sources.,judge-only
Dim_PaymentStatus.PaymentStatusID,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PaymentStatus.md,PaymentStatusID,applied,113,"Primary key identifying the payment state. 1=New, 2=Approved, 3=Decline, 4=Technical, 5=InProcess, 6=Canceled, 7=Confirmed. (Tier 1 — Dictionary.PaymentStatus)","Primary key identifying the payment state. 1=Pending, 2=InProcess, 3=Processed, 4=Canceled, 5=Failed, 6=Reversed, 7=CompletedExternally. See Payment Status glossary. (Tier 1 - Dictionary.PaymentStatus)",L2-semantic
Dim_PlayerStatus.CanDeposit,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatus.md,CanDeposit,applied,148,"Whether the user can add funds to their account. False for full-block statuses (IsBlocked=1), close-only statuses (9, 15), status 10 (Deposit Blocked), and status 11 (Social Index). (Tier 1 - upstream wiki, Dictionary.PlayerStatus)","Whether the user can add funds to their account. False for full-block statuses (IsBlocked=1), close-only/pending statuses (9, 13, 15), status 10 (Deposit Blocked), and status 11 (Social Index).",judge-only
Dim_PlayerStatus.CanLogin,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatus.md,CanLogin,applied,150,"Whether the user can authenticate and access the platform. False when IsBlocked=1. True for all partial-restriction statuses -- wind-down users can view their portfolio. (Tier 1 - upstream wiki, Dictionary.PlayerStatus)","Whether the user can authenticate and access the platform. When false, login attempts are rejected at the gate. Checked by History.LogIn and History.LogInIB procedures (Tier 1 - Dictionary.PlayerStatus)",L2-semantic
Dim_PlayerStatus.DWHPlayerStatusID,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatus.md,DWHPlayerStatusID,applied,153,DWH surrogate key -- always equals PlayerLevelID (redundant copy). Set by ETL: SELECT [PlayerStatusID] AS [DWHPlayerStatusID]. 0 for the ID=0 sentinel. (Tier 2 - SP_Dictionaries_DL_To_Synapse),DWH surrogate key -- always equals PlayerStatusID (redundant copy). Set by ETL: SELECT [PlayerStatusID] AS [DWHPlayerStatusID]. 0 for the ID=0 sentinel.,judge-only
Dim_Position.CurrencyID,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Position.md,CurrencyID,applied,231,"FK to Dictionary.Currency. Denomination currency for Amount, NetProfit. Must be > 0. (Tier 1 — Trade.PositionTbl)",FK to Dictionary.Currency (the universal instrument registry). Identifies which financial instrument the position is on — not a denomination currency despite the legacy column name.,judge-only
Dim_Position.TreeID,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Position.md,TreeID,applied,370,Links to Trade.PositionTreeInfo. Root: TreeID=PositionID. Children: root PositionID. Demo: negative. (Tier 1 — Trade.PositionTbl),SL/TP/TSL settings for the position; also used as linkage key in Trade.PositionTreeInfo hierarchy (Tier 1 - Trade.PositionTbl wiki),L2-semantic
Dim_PositionChangeLog.ChangeTypeID,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PositionChangeLog.md,ChangeTypeID,applied,123,"Type of change event. Known codes: 0=Initial open, 1=Rate change, 2=Unknown, 5=Unknown (added 2024), 11=Partial close event, 12=Amount adjustment, 13=Unknown. No official lookup table in DWH. (Tier 4 - [UNVERIFIED])","Type of change event. Known codes from SP usage: 0=Initial open, 1=Invested-amount change, 11=Partial-close child, 12=Partial close. Codes 2, 5, 13 are unverified. No official lookup table in DWH.",judge-only
Dim_PositionHedgeServerChangeLog_Snapshot.PositionID,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PositionHedgeServerChangeLog_Snapshot.md,PositionID,applied,117,The position that was moved between hedge servers. References Trade.PositionTbl.PositionID (implicit - no declared FK). Part of composite PK with OperationSummaryID. A position can appear multiple times if moved across different operations. (Tier 1 — Trade.PositionsHedgeServerChangeLog),The position whose hedge-server assignment is tracked. References Trade.PositionTbl.PositionID (implicit). A position can appear in multiple rows representing successive hedge-server assignment periods (SCD Type 2). No OperationSummaryID column exists in this snapshot table.,judge-only
Dim_RedeemReason.RedeemReasonID,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_RedeemReason.md,RedeemReasonID,applied,115,"Primary key identifying the failure/rejection reason (DDL nullable - PK not enforced). Range 1-20, gaps at 17. Referenced by Fact_BillingRedeem.RedeemReasonID. (Tier 1 - upstream wiki, Dictionary.RedeemReason)","Primary key identifying the failure/rejection reason (DDL nullable — PK not enforced). Range 1–20, 18 rows with gaps at 17 and 19. Referenced by Fact_BillingRedeem.RedeemReasonID.",judge-only
Dim_RedeemStatus.DisplayName,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_RedeemStatus.md,DisplayName,applied,128,"User-facing label. Currently matches Name for most rows. Shown in copy-trading UI and notifications. (Tier 1 - upstream wiki, Dictionary.RedeemStatus)",User-facing display label. More readable than the internal Name. Shown in copy-trading UI and notifications (Tier 1 - Dictionary.RedeemStatus),L2-semantic
Dim_RedeemStatus.IsCancelable,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_RedeemStatus.md,IsCancelable,applied,129,"Whether user can cancel the redeem at this stage. True=cancelable, False=positions are closing or closed (point of no return). False: PositionClosed(6), TransactionInProcess(7), TransactionDone(8), Terminated(20). (Tier 1 - upstream wiki, Dictionary.RedeemStatus)","Whether the user can cancel the redeem request at this stage. 1=cancelable, 0=committed. Per upstream wiki, only Pending (ID 1) is cancelable; InProcess, Completed, Failed, and CompletedPartially are all IsCancelable=0. The False list must include upstream IDs 2, 3, 5, 6 at minimum, not just IDs 6, 7, 8, 20.",judge-only
Dim_Regulation.ID,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Regulation.md,ID,applied,121,"Primary key identifying the regulatory authority. 0=None, 1=CySEC, 2=FCA, 3=NFA, 4=ASIC, 5=BVI, 6=eToroUS, 7=FinCEN, 8=FinCEN+FINRA, 9=FSA Seychelles, 10=ASIC&GAML, 11=FSRA, 12=FINRAONLY, 13=MAS, 14=NYDFS+FINRA. Stored in CustomerStatic.RegulationID. (Tier 1 - upstream wiki, Dictionary.Regulation)","Primary key identifying the regulation. 0=None, 1=CySEC, 2=FCA, 3=NFA, 4=ASIC, 5=BVI, 6=eToroUS, 7=FinCEN, 8=FinCEN+FINRA, 9=FSA Seychelles, 10=ASIC&GAML, 11=FSRA, 12=FINRAONLY, 14=NYDFSFINRA. ID 13 is skipped (Tier 1 - Dictionary.Regulation)",L2-semantic
Dim_VerificationStatus.VerificationStatusID,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_VerificationStatus.md,VerificationStatusID,applied,77,Primary key (clustered index). Numeric identifier for the verification workflow status from UserApiDB. Exactly 3 distinct values observed in live data. No upstream wiki — exact ID-to-meaning mapping requires domain expert review. (Tier 2 — SP_Dictionaries_DL_To_Synapse),"Nullable integer identifier for the verification status, sourced from UserApiDB_Dictionary_VerificationStatus. Not declared as a primary key or indexed in the DDL.",judge-only
Fact_BillingDeposit.BonusStatusID,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,BonusStatusID,applied,165,Passthrough `d.BonusStatusID`. (Tier 1 — Billing.Deposit),Status of promotional bonus for this deposit (Tier 1 - Billing.Deposit),L2-semantic
Fact_BillingDeposit.ExpirationDateID,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,ExpirationDateID,applied,173,"ETL CASE on `[DWH_dbo].[ExtractXMLValue]('ExpirationDateAsString',f.FundingData)$`: NULL or `LEN<4` → `190001` else `200000 + RIGHT(val,2)*100 + LEFT(val,2)` where `val` = extracted string (`SP…`). `[DWH_dbo].[ExtractXMLValue]` = `[DWH_dbo].[ExtractXMLValue]`. Non-card / format edge cases `[UNVERIFIED]`. (Tier 3 — Billing.Funding.FundingData)","Integer date ID derived from ExpirationDateAsString XML attribute (MMYY format). Represents card expiration as YYYYMM (e.g., 202501 = Jan 2025), not YYYYMMDD. Default 190001 when NULL or too short.",judge-only
Fact_BillingDeposit.IsAftEligibleAsBool,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,IsAftEligibleAsBool,applied,274,"ETL `ISNULL([DWH_dbo].[ExtractXMLValue]('IsAftEligibleAsBool',d.PaymentData),0)`. (Tier 2 — Billing.Deposit.PaymentData)",Whether this deposit was eligible for AFT processing. Extracted from Billing.Deposit PaymentData XML (not Billing.Funding). Defaults to 0 when NULL.,judge-only
Fact_BillingDeposit.IsAftSupportedAsBool,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,IsAftSupportedAsBool,applied,273,"ETL `ISNULL([DWH_dbo].[ExtractXMLValue]('IsAftSupportedAsBool',d.PaymentData),0)` cast to `bit` column. (Tier 2 — Billing.Deposit.PaymentData)",Whether Account Funding Transaction (AFT) is supported. Extracted from Billing.Deposit PaymentData XML (not Billing.Funding). Defaults to 0 when NULL.,judge-only
Fact_BillingDeposit.IsSetBalanceCompleted,wikis,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,IsSetBalanceCompleted,applied,269,ETL `CAST(d.IsSetBalanceCompleted AS INT)` (`SP…` Ext_FBD). Production `bit`. (Tier 1 — Billing.Deposit),"Whether the balance-credit operation (Billing.AmountAdd) for this deposit has completed; 1 = account crediting succeeded, 0 = pending retry. Cast from bit to INT by ETL. (Tier 1 - Billing.Deposit.md)",L2-semantic
