object,column,claim_type,wiki_value,truth_value,truth_source,wiki_file,wiki_line,verdict_source,verdict,raw_context
Dim_Customer,AccountTypeID,default,1 (real retail account),((0)),INFORMATION_SCHEMA.COLUMNS[Dim_Customer.AccountTypeID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,181,deterministic,WRONG,fication. Default=1 (real retail account). Distribu
Dim_Customer,VerificationLevelID,default,0,((-1)),INFORMATION_SCHEMA.COLUMNS[Dim_Customer.VerificationLevelID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,199,deterministic,WRONG, (47.1%). Default=0. (Tier 1 
Dim_Customer,MifidCategorizationID,codepoint,4=Eligible Counterparty,4=Retail Pending,DWH_dbo.Dim_MifidCategorization.Name,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,207,deterministic,WRONG,": 1=Retail (97.3%), 4=Eligible Counterparty (2.6%), 5=Professio"
Dim_Customer,MifidCategorizationID,codepoint,5=Professional,5=Pending,DWH_dbo.Dim_MifidCategorization.Name,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,207,deterministic,WRONG,"ounterparty (2.6%), 5=Professional (0.03%). Default=1."
Dim_Customer,MifidCategorizationID,default,1,(no default in DDL),INFORMATION_SCHEMA.COLUMNS[Dim_Customer.MifidCategorizationID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,207,deterministic,WRONG, (0.03%). Default=1. (Tier 1 
Dim_Customer,WorldCheckID,default,0,(no default in DDL),INFORMATION_SCHEMA.COLUMNS[Dim_Customer.WorldCheckID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,209,deterministic,WRONG,rldCheck. Default=0. (Tier 1 
Dim_Customer,IsEDD,default,0,(no default in DDL),INFORMATION_SCHEMA.COLUMNS[Dim_Customer.IsEDD].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,211,deterministic,WRONG, flagged. Default=0. (Tier 1 
Dim_Customer,HasWallet,default,0,(no default in DDL),INFORMATION_SCHEMA.COLUMNS[Dim_Customer.HasWallet].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,273,deterministic,WRONG, account. Default=0. (Tier 1 
Dim_Customer,WeekendFeePrecentage,default,100 (full fee),(no default in DDL),INFORMATION_SCHEMA.COLUMNS[Dim_Customer.WeekendFeePrecentage].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,288,deterministic,WRONG,rcentage. Default=100 (full fee). Values b
Dim_Instrument,InstrumentTypeID,codepoint,3=CFD,(codepoint not in dictionary),DWH_dbo.Dim_Instrument (DISTINCT).InstrumentType,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument.md,143,deterministic,WRONG,"ies, 2=Commodities, 3=CFD, 4=Indices, 5=Stock"
Dim_Instrument,InstrumentTypeID,codepoint,7=Bonds,(codepoint not in dictionary),DWH_dbo.Dim_Instrument (DISTINCT).InstrumentType,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument.md,143,deterministic,WRONG,"s, 5=Stocks, 6=ETF, 7=Bonds, 8=TrustFunds, 9=Op"
Dim_Instrument,InstrumentTypeID,codepoint,8=TrustFunds,(codepoint not in dictionary),DWH_dbo.Dim_Instrument (DISTINCT).InstrumentType,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument.md,143,deterministic,WRONG,"ks, 6=ETF, 7=Bonds, 8=TrustFunds, 9=Options, 10=Cryp"
Dim_Instrument,InstrumentTypeID,codepoint,9=Options,(codepoint not in dictionary),DWH_dbo.Dim_Instrument (DISTINCT).InstrumentType,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument.md,143,deterministic,WRONG,"onds, 8=TrustFunds, 9=Options, 10=Crypto. FK to D"
Dim_MifidCategorization,Name,nullable,YES,NO,INFORMATION_SCHEMA.COLUMNS[Dim_MifidCategorization.Name].IS_NULLABLE,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_MifidCategorization.md,87,deterministic,WRONG,YES
Dim_MirrorType,UpdateDate,nullable,YES,NO,INFORMATION_SCHEMA.COLUMNS[Dim_MirrorType.UpdateDate].IS_NULLABLE,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_MirrorType.md,85,deterministic,WRONG,YES
Dim_MoveMoneyReason,MoveMoneyReasonID,codepoint,5=InternalTransfer Trade,(codepoint not in dictionary),DWH_dbo.Dim_MoveMoneyReason.MoveMoneyReason,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_MoveMoneyReason.md,96,deterministic,WRONG," Abuser, 3=Staking, 5=InternalTransfer Trade, 6=InternalTransfer"
Dim_MoveMoneyReason,MoveMoneyReasonID,codepoint,6=InternalTransfer,(codepoint not in dictionary),DWH_dbo.Dim_MoveMoneyReason.MoveMoneyReason,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_MoveMoneyReason.md,96,deterministic,WRONG,"rnalTransfer Trade, 6=InternalTransfer, 7=Not In Use, 8=Re"
Dim_MoveMoneyReason,MoveMoneyReasonID,codepoint,7=Not In Use,(codepoint not in dictionary),DWH_dbo.Dim_MoveMoneyReason.MoveMoneyReason,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_MoveMoneyReason.md,96,deterministic,WRONG,"6=InternalTransfer, 7=Not In Use, 8=Recurring Deposi"
Dim_MoveMoneyReason,MoveMoneyReasonID,codepoint,8=Recurring Deposit,(codepoint not in dictionary),DWH_dbo.Dim_MoveMoneyReason.MoveMoneyReason,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_MoveMoneyReason.md,96,deterministic,WRONG,"sfer, 7=Not In Use, 8=Recurring Deposit, 9=Recurring Invest"
Dim_MoveMoneyReason,MoveMoneyReasonID,codepoint,9=Recurring Investment,(codepoint not in dictionary),DWH_dbo.Dim_MoveMoneyReason.MoveMoneyReason,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_MoveMoneyReason.md,96,deterministic,WRONG,"=Recurring Deposit, 9=Recurring Investment. Gap at ID 4. Refer"
Dim_State_and_Province,ShortName,type,nvarchar(50),varchar(100),INFORMATION_SCHEMA.COLUMNS[Dim_State_and_Province.ShortName].DATA_TYPE,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_State_and_Province.md,90,deterministic,WRONG,nvarchar(50)
Dim_State_and_Province,ShortName,nullable,YES,NO,INFORMATION_SCHEMA.COLUMNS[Dim_State_and_Province.ShortName].IS_NULLABLE,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_State_and_Province.md,90,deterministic,WRONG,YES
Dim_State_and_Province,Name,type,nvarchar(50),varchar(100),INFORMATION_SCHEMA.COLUMNS[Dim_State_and_Province.Name].DATA_TYPE,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_State_and_Province.md,91,deterministic,WRONG,nvarchar(50)
Fact_BillingDeposit,CurrencyID,codepoint,1=USD,"1=United States of America, US Dollar",DWH_dbo.Dim_Currency.Name,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,192,deterministic,WRONG,"H_dbo.Dim_Currency. 1=USD, 2=EUR, 3=GBP, etc."
Fact_BillingDeposit,CurrencyID,codepoint,2=EUR,"2=European Economic and Monetary Union (EMU), Euro",DWH_dbo.Dim_Currency.Name,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,192,deterministic,WRONG,"im_Currency. 1=USD, 2=EUR, 3=GBP, etc. (Tier "
Fact_BillingDeposit,CurrencyID,codepoint,3=GBP,"3=Great Britain, Pound Sterling",DWH_dbo.Dim_Currency.Name,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,192,deterministic,WRONG,"ency. 1=USD, 2=EUR, 3=GBP, etc. (Tier 1 — ups"
Fact_BillingWithdraw,Commission,default,0,(no default in DDL),INFORMATION_SCHEMA.COLUMNS[Fact_BillingWithdraw.Commission].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingWithdraw.md,143,deterministic,WRONG,thdrawal. DEFAULT=0. Typicall
Fact_BillingWithdraw,Approved,default,0,(no default in DDL),INFORMATION_SCHEMA.COLUMNS[Fact_BillingWithdraw.Approved].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingWithdraw.md,144,deterministic,WRONG,approval. DEFAULT=0. DWH note
Fact_BillingWithdraw,ProtocolMIDSettingsID,default,0,(no default in DDL),INFORMATION_SCHEMA.COLUMNS[Fact_BillingWithdraw.ProtocolMIDSettingsID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingWithdraw.md,169,deterministic,WRONG,ttingsID. Default=0. (Tier 1 
Fact_CustomerAction,MoveMoneyReasonID,codepoint,5=InternalTransfer Trade,(codepoint not in dictionary),DWH_dbo.Dim_MoveMoneyReason.MoveMoneyReason,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerAction.md,266,deterministic,WRONG,"ment: 1=Adjustment, 5=InternalTransfer Trade, 6=InternalTransfer"
Fact_CustomerAction,MoveMoneyReasonID,codepoint,6=InternalTransfer,(codepoint not in dictionary),DWH_dbo.Dim_MoveMoneyReason.MoveMoneyReason,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerAction.md,266,deterministic,WRONG,"rnalTransfer Trade, 6=InternalTransfer, 8=Recurring Deposi"
Fact_CustomerAction,MoveMoneyReasonID,codepoint,8=Recurring Deposit,(codepoint not in dictionary),DWH_dbo.Dim_MoveMoneyReason.MoveMoneyReason,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerAction.md,266,deterministic,WRONG,"6=InternalTransfer, 8=Recurring Deposit, 9=Recurring Invest"
Fact_CustomerAction,MoveMoneyReasonID,codepoint,9=Recurring Investment,(codepoint not in dictionary),DWH_dbo.Dim_MoveMoneyReason.MoveMoneyReason,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerAction.md,266,deterministic,WRONG,"=Recurring Deposit, 9=Recurring Investment. References `Dictio"
Dim_Affiliate,ContractType,codepoint,3=RevShare,3=Rev,DWH_dbo.Dim_ContractType.Name,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Affiliate.alter.sql,34,deterministic,WRONG,"odel: 0=N/A, 2=CPA, 3=RevShare, 4=Hybrid, 6=eCost,"
Dim_Affiliate,ContractType,codepoint,4=Hybrid,4=Hyb,DWH_dbo.Dim_ContractType.Name,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Affiliate.alter.sql,34,deterministic,WRONG," 2=CPA, 3=RevShare, 4=Hybrid, 6=eCost, 7=Zero Co"
Dim_Affiliate,ContractType,codepoint,7=Zero Commission,7=ZeroCost,DWH_dbo.Dim_ContractType.Name,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Affiliate.alter.sql,34,deterministic,WRONG," 4=Hybrid, 6=eCost, 7=Zero Commission, 8=CPL/CPR. Derived"
Dim_Affiliate,ContractType,codepoint,8=CPL/CPR,8=CPL,DWH_dbo.Dim_ContractType.Name,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Affiliate.alter.sql,34,deterministic,WRONG," 7=Zero Commission, 8=CPL/CPR. Derived from Contr"
Dim_Affiliate,ContractType,codepoint,3=RevShare,3=Rev,DWH_dbo.Dim_ContractType.Name,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Affiliate.alter.sql,170,deterministic,WRONG,"odel: 0=N/A, 2=CPA, 3=RevShare, 4=Hybrid, 6=eCost,"
Dim_Affiliate,ContractType,codepoint,4=Hybrid,4=Hyb,DWH_dbo.Dim_ContractType.Name,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Affiliate.alter.sql,170,deterministic,WRONG," 2=CPA, 3=RevShare, 4=Hybrid, 6=eCost, 7=Zero Co"
Dim_Affiliate,ContractType,codepoint,7=Zero Commission,7=ZeroCost,DWH_dbo.Dim_ContractType.Name,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Affiliate.alter.sql,170,deterministic,WRONG," 4=Hybrid, 6=eCost, 7=Zero Commission, 8=CPL/CPR. Derived"
Dim_Affiliate,ContractType,codepoint,8=CPL/CPR,8=CPL,DWH_dbo.Dim_ContractType.Name,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Affiliate.alter.sql,170,deterministic,WRONG," 7=Zero Commission, 8=CPL/CPR. Derived from Contr"
Dim_BillingDepot,FundingTypeID,codepoint,8=MoneyBookers/Skrill,8=MoneyBookers,DWH_dbo.Dim_FundingType.Name,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_BillingDepot.alter.sql,28,deterministic,WRONG,"ansfer, 6=Neteller, 8=MoneyBookers/Skrill). References Dictio"
Dim_Customer,OriginalCID,default,0,(no default in DDL),INFORMATION_SCHEMA.COLUMNS[Dim_Customer.OriginalCID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.alter.sql,32,deterministic,WRONG,accounts. Default=0. (Tier 1 
Dim_Customer,ID,default,newsequentialid(),(no default in DDL),INFORMATION_SCHEMA.COLUMNS[Dim_Customer.ID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.alter.sql,33,deterministic,WRONG,identity. Default=newsequentialid() (sequenti
Dim_Customer,RegisteredReal,default,getdate(),(no default in DDL),INFORMATION_SCHEMA.COLUMNS[Dim_Customer.RegisteredReal].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.alter.sql,60,deterministic,WRONG,istered). Default=getdate(). (Tier 1 
Dim_Customer,AccountStatusID,default,1 (Active/Normal),((0)),INFORMATION_SCHEMA.COLUMNS[Dim_Customer.AccountStatusID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.alter.sql,63,deterministic,WRONG,l status. Default=1 (Active/Normal). 2=Closed
Dim_Customer,PendingClosureStatusID,default,1 (no pending closure),(no default in DDL),INFORMATION_SCHEMA.COLUMNS[Dim_Customer.PendingClosureStatusID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.alter.sql,67,deterministic,WRONG,workflow. Default=1 (no pending closure). Updated 
Dim_Customer,AccountTypeID,default,1 (real retail account),((0)),INFORMATION_SCHEMA.COLUMNS[Dim_Customer.AccountTypeID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.alter.sql,69,deterministic,WRONG,fication. Default=1 (real retail account). Distribu
Dim_Customer,VerificationLevelID,default,0,((-1)),INFORMATION_SCHEMA.COLUMNS[Dim_Customer.VerificationLevelID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.alter.sql,82,deterministic,WRONG, (47.1%). Default=0. (Tier 1 
Dim_Customer,MifidCategorizationID,default,1,(no default in DDL),INFORMATION_SCHEMA.COLUMNS[Dim_Customer.MifidCategorizationID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.alter.sql,90,deterministic,WRONG, (0.03%). Default=1. (Tier 1 
Dim_Customer,WorldCheckID,default,0,(no default in DDL),INFORMATION_SCHEMA.COLUMNS[Dim_Customer.WorldCheckID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.alter.sql,92,deterministic,WRONG,rldCheck. Default=0. (Tier 1 
Dim_Customer,IsEDD,default,0,(no default in DDL),INFORMATION_SCHEMA.COLUMNS[Dim_Customer.IsEDD].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.alter.sql,94,deterministic,WRONG, flagged. Default=0. (Tier 1 
Dim_Customer,HasWallet,default,0,(no default in DDL),INFORMATION_SCHEMA.COLUMNS[Dim_Customer.HasWallet].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.alter.sql,131,deterministic,WRONG, account. Default=0. (Tier 1 
Dim_Customer,WeekendFeePrecentage,default,100 (full fee),(no default in DDL),INFORMATION_SCHEMA.COLUMNS[Dim_Customer.WeekendFeePrecentage].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.alter.sql,136,deterministic,WRONG,rcentage. Default=100 (full fee). Values b
Dim_Customer,OriginalCID,default,0,(no default in DDL),INFORMATION_SCHEMA.COLUMNS[Dim_Customer.OriginalCID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.alter.sql,269,deterministic,WRONG,accounts. Default=0. (Tier 1 
Dim_Customer,ID,default,newsequentialid(),(no default in DDL),INFORMATION_SCHEMA.COLUMNS[Dim_Customer.ID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.alter.sql,270,deterministic,WRONG,identity. Default=newsequentialid() (sequenti
Dim_Customer,RegisteredReal,default,getdate(),(no default in DDL),INFORMATION_SCHEMA.COLUMNS[Dim_Customer.RegisteredReal].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.alter.sql,297,deterministic,WRONG,istered). Default=getdate(). (Tier 1 
Dim_Customer,AccountStatusID,default,1 (Active/Normal),((0)),INFORMATION_SCHEMA.COLUMNS[Dim_Customer.AccountStatusID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.alter.sql,300,deterministic,WRONG,l status. Default=1 (Active/Normal). 2=Closed
Dim_Customer,PendingClosureStatusID,default,1 (no pending closure),(no default in DDL),INFORMATION_SCHEMA.COLUMNS[Dim_Customer.PendingClosureStatusID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.alter.sql,304,deterministic,WRONG,workflow. Default=1 (no pending closure). Updated 
Dim_Customer,AccountTypeID,default,1 (real retail account),((0)),INFORMATION_SCHEMA.COLUMNS[Dim_Customer.AccountTypeID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.alter.sql,306,deterministic,WRONG,fication. Default=1 (real retail account). Distribu
Dim_Customer,VerificationLevelID,default,0,((-1)),INFORMATION_SCHEMA.COLUMNS[Dim_Customer.VerificationLevelID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.alter.sql,319,deterministic,WRONG, (47.1%). Default=0. (Tier 1 
Dim_Customer,MifidCategorizationID,default,1,(no default in DDL),INFORMATION_SCHEMA.COLUMNS[Dim_Customer.MifidCategorizationID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.alter.sql,327,deterministic,WRONG, (0.03%). Default=1. (Tier 1 
Dim_Customer,WorldCheckID,default,0,(no default in DDL),INFORMATION_SCHEMA.COLUMNS[Dim_Customer.WorldCheckID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.alter.sql,329,deterministic,WRONG,rldCheck. Default=0. (Tier 1 
Dim_Customer,IsEDD,default,0,(no default in DDL),INFORMATION_SCHEMA.COLUMNS[Dim_Customer.IsEDD].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.alter.sql,331,deterministic,WRONG, flagged. Default=0. (Tier 1 
Dim_Customer,HasWallet,default,0,(no default in DDL),INFORMATION_SCHEMA.COLUMNS[Dim_Customer.HasWallet].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.alter.sql,368,deterministic,WRONG, account. Default=0. (Tier 1 
Dim_Customer,WeekendFeePrecentage,default,100 (full fee),(no default in DDL),INFORMATION_SCHEMA.COLUMNS[Dim_Customer.WeekendFeePrecentage].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.alter.sql,373,deterministic,WRONG,rcentage. Default=100 (full fee). Values b
Dim_MoveMoneyReason,MoveMoneyReasonID,codepoint,5=InternalTransfer Trade,(codepoint not in dictionary),DWH_dbo.Dim_MoveMoneyReason.MoveMoneyReason,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_MoveMoneyReason.alter.sql,27,deterministic,WRONG, has additional IDs 5=InternalTransfer Trade [UNVERIFIED: codepo
Dim_MoveMoneyReason,MoveMoneyReasonID,codepoint,6=InternalTransfer,(codepoint not in dictionary),DWH_dbo.Dim_MoveMoneyReason.MoveMoneyReason,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_MoveMoneyReason.alter.sql,27,deterministic,WRONG,"m_MoveMoneyReason], 6=InternalTransfer [UNVERIFIED: codepo"
Dim_MoveMoneyReason,MoveMoneyReasonID,codepoint,7=Not In Use,(codepoint not in dictionary),DWH_dbo.Dim_MoveMoneyReason.MoveMoneyReason,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_MoveMoneyReason.alter.sql,27,deterministic,WRONG,"m_MoveMoneyReason], 7=Not In Use [UNVERIFIED: codepo"
Dim_MoveMoneyReason,MoveMoneyReasonID,codepoint,8=Recurring Deposit,(codepoint not in dictionary),DWH_dbo.Dim_MoveMoneyReason.MoveMoneyReason,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_MoveMoneyReason.alter.sql,27,deterministic,WRONG,"m_MoveMoneyReason], 8=Recurring Deposit [UNVERIFIED: codepo"
Dim_MoveMoneyReason,MoveMoneyReasonID,codepoint,9=Recurring Investment,(codepoint not in dictionary),DWH_dbo.Dim_MoveMoneyReason.MoveMoneyReason,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_MoveMoneyReason.alter.sql,27,deterministic,WRONG,"m_MoveMoneyReason], 9=Recurring Investment [UNVERIFIED: codepo"
Fact_BillingDeposit,CurrencyID,codepoint,1=USD,"1=United States of America, US Dollar",DWH_dbo.Dim_Currency.Name,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.alter.sql,36,deterministic,WRONG,"H_dbo.Dim_Currency. 1=USD, 2=EUR, 3=GBP, etc."
Fact_BillingDeposit,CurrencyID,codepoint,2=EUR,"2=European Economic and Monetary Union (EMU), Euro",DWH_dbo.Dim_Currency.Name,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.alter.sql,36,deterministic,WRONG,"im_Currency. 1=USD, 2=EUR, 3=GBP, etc. (Tier "
Fact_BillingDeposit,CurrencyID,codepoint,3=GBP,"3=Great Britain, Pound Sterling",DWH_dbo.Dim_Currency.Name,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.alter.sql,36,deterministic,WRONG,"ency. 1=USD, 2=EUR, 3=GBP, etc. (Tier 1 - ups"
Fact_BillingWithdraw,Commission,default,0,(no default in DDL),INFORMATION_SCHEMA.COLUMNS[Fact_BillingWithdraw.Commission].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingWithdraw.alter.sql,33,deterministic,WRONG,thdrawal. DEFAULT=0. Typicall
Fact_BillingWithdraw,Approved,default,0,(no default in DDL),INFORMATION_SCHEMA.COLUMNS[Fact_BillingWithdraw.Approved].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingWithdraw.alter.sql,34,deterministic,WRONG,approval. DEFAULT=0. DWH note
Fact_BillingWithdraw,ProtocolMIDSettingsID,default,0,(no default in DDL),INFORMATION_SCHEMA.COLUMNS[Fact_BillingWithdraw.ProtocolMIDSettingsID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingWithdraw.alter.sql,59,deterministic,WRONG,ttingsID. Default=0. (Tier 1 
Fact_CustomerAction,MoveMoneyReasonID,codepoint,5=InternalTransfer Trade,(codepoint not in dictionary),DWH_dbo.Dim_MoveMoneyReason.MoveMoneyReason,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerAction.alter.sql,90,deterministic,WRONG,"ment: 1=Adjustment, 5=InternalTransfer Trade [UNVERIFIED: codepo"
Fact_CustomerAction,MoveMoneyReasonID,codepoint,6=InternalTransfer,(codepoint not in dictionary),DWH_dbo.Dim_MoveMoneyReason.MoveMoneyReason,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerAction.alter.sql,90,deterministic,WRONG,"m_MoveMoneyReason], 6=InternalTransfer [UNVERIFIED: codepo"
