wiki_file,wiki_line,object,column,claim_type,claim_value,raw_context
knowledge/synapse/Wiki/DWH_dbo/Tables/CustomerStatic.md,119,CustomerStatic,PlatformID,description,"Platform identifier. In production Customer.CustomerStatic this is a nullable int with 4 known values: 0=Undefined, 1=Web, 2=IOS, 3=Android (confirmed from Dim_Platform lookup). (Tier 1 - upstream wiki, Customer.CustomerStatic)","Platform identifier. In production Customer.CustomerStatic this is a nullable int with 4 known values: 0=Undefined, 1=Web, 2=IOS, 3=Android (confirmed from Dim_Platform lookup). (Tier 1 - upstream wik"
knowledge/synapse/Wiki/DWH_dbo/Tables/CustomerStatic.md,119,CustomerStatic,PlatformID,codepoint,0=Undefined,"ith 4 known values: 0=Undefined, 1=Web, 2=IOS, 3=An"
knowledge/synapse/Wiki/DWH_dbo/Tables/CustomerStatic.md,119,CustomerStatic,PlatformID,codepoint,1=Web,"alues: 0=Undefined, 1=Web, 2=IOS, 3=Android ("
knowledge/synapse/Wiki/DWH_dbo/Tables/CustomerStatic.md,119,CustomerStatic,PlatformID,codepoint,2=IOS,"0=Undefined, 1=Web, 2=IOS, 3=Android (confirm"
knowledge/synapse/Wiki/DWH_dbo/Tables/CustomerStatic.md,119,CustomerStatic,PlatformID,codepoint,3=Android,"ined, 1=Web, 2=IOS, 3=Android (confirmed from Dim"
knowledge/synapse/Wiki/DWH_dbo/Tables/CustomerStatic.md,119,CustomerStatic,PlatformID,lineage_tag,"Tier 1 - upstream wiki, Customer.CustomerStatic","up). (Tier 1 - upstream wiki, Customer.CustomerStatic)"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountStatus.md,105,Dim_AccountStatus,AccountStatusID,type,int,int
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountStatus.md,105,Dim_AccountStatus,AccountStatusID,description,"Primary key identifying the account state. 1=Open (active account, full platform access), 2=Closed (deactivated, no activity permitted), 0=N/A (DWH placeholder for NULL-safe JOINs). Referenced by Dim_Customer.AccountStatusID. (Tier 1 - upstream wiki, Dictionary.AccountStatus)","Primary key identifying the account state. 1=Open (active account, full platform access), 2=Closed (deactivated, no activity permitted), 0=N/A (DWH placeholder for NULL-safe JOINs). Referenced by Dim_"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountStatus.md,105,Dim_AccountStatus,AccountStatusID,codepoint,1=Open," the account state. 1=Open (active account, fu"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountStatus.md,105,Dim_AccountStatus,AccountStatusID,codepoint,2=Closed,"l platform access), 2=Closed (deactivated, no ac"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountStatus.md,105,Dim_AccountStatus,AccountStatusID,codepoint,0=N/A,"ctivity permitted), 0=N/A (DWH placeholder fo"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountStatus.md,105,Dim_AccountStatus,AccountStatusID,lineage_tag,"Tier 1 - upstream wiki, Dictionary.AccountStatus","sID. (Tier 1 - upstream wiki, Dictionary.AccountStatus)"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountStatus.md,106,Dim_AccountStatus,AccountStatusName,type,varchar(50),varchar(50)
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountStatus.md,106,Dim_AccountStatus,AccountStatusName,nullable,YES,YES
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountStatus.md,106,Dim_AccountStatus,AccountStatusName,description,"Human-readable label for the account state: 'Open', 'Closed', or 'N/A'. Used in reporting to display account state. Sourced directly from Dictionary.AccountStatus.AccountStatusName. (Tier 1 - upstream wiki, Dictionary.AccountStatus)","Human-readable label for the account state: 'Open', 'Closed', or 'N/A'. Used in reporting to display account state. Sourced directly from Dictionary.AccountStatus.AccountStatusName. (Tier 1 - upstream"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountStatus.md,106,Dim_AccountStatus,AccountStatusName,lineage_tag,"Tier 1 - upstream wiki, Dictionary.AccountStatus","ame. (Tier 1 - upstream wiki, Dictionary.AccountStatus)"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountStatus.md,107,Dim_AccountStatus,StatusID,type,int,int
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountStatus.md,107,Dim_AccountStatus,StatusID,nullable,YES,YES
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountStatus.md,107,Dim_AccountStatus,StatusID,description,ETL-internal active-row indicator. Hardcoded to 1 by SP_Dictionaries_DL_To_Synapse for all rows (including the ID=0 placeholder). Not from the production source; carries no business meaning. (Tier 2 - SP_Dictionaries_DL_To_Synapse),ETL-internal active-row indicator. Hardcoded to 1 by SP_Dictionaries_DL_To_Synapse for all rows (including the ID=0 placeholder). Not from the production source; carries no business meaning. (Tier 2 -
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountStatus.md,107,Dim_AccountStatus,StatusID,lineage_tag,Tier 2 - SP_Dictionaries_DL_To_Synapse,ing. (Tier 2 - SP_Dictionaries_DL_To_Synapse)
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountStatus.md,108,Dim_AccountStatus,UpdateDate,type,datetime,datetime
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountStatus.md,108,Dim_AccountStatus,UpdateDate,nullable,YES,YES
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountStatus.md,108,Dim_AccountStatus,UpdateDate,description,ETL load timestamp. Set to GETDATE() on each daily reload by SP_Dictionaries_DL_To_Synapse. Does not reflect when the production value changed -- use for ETL freshness monitoring only. (Tier 2 - SP_Dictionaries_DL_To_Synapse),ETL load timestamp. Set to GETDATE() on each daily reload by SP_Dictionaries_DL_To_Synapse. Does not reflect when the production value changed -- use for ETL freshness monitoring only. (Tier 2 - SP_Di
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountStatus.md,108,Dim_AccountStatus,UpdateDate,lineage_tag,Tier 2 - SP_Dictionaries_DL_To_Synapse,nly. (Tier 2 - SP_Dictionaries_DL_To_Synapse)
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountStatus.md,109,Dim_AccountStatus,InsertDate,type,datetime,datetime
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountStatus.md,109,Dim_AccountStatus,InsertDate,nullable,YES,YES
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountStatus.md,109,Dim_AccountStatus,InsertDate,description,ETL load timestamp for when the row was (re-)inserted. Set to GETDATE() on every reload by SP_Dictionaries_DL_To_Synapse (TRUNCATE + INSERT pattern). Always equals UpdateDate on this table. (Tier 2 - SP_Dictionaries_DL_To_Synapse),ETL load timestamp for when the row was (re-)inserted. Set to GETDATE() on every reload by SP_Dictionaries_DL_To_Synapse (TRUNCATE + INSERT pattern). Always equals UpdateDate on this table. (Tier 2 - 
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountStatus.md,109,Dim_AccountStatus,InsertDate,lineage_tag,Tier 2 - SP_Dictionaries_DL_To_Synapse,ble. (Tier 2 - SP_Dictionaries_DL_To_Synapse)
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,134,Dim_AccountType,AccountTypeID,type,int,int
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,134,Dim_AccountType,AccountTypeID,description,"Primary key identifying the account classification. 0=N/A (DWH placeholder), 1=Private, 2=Corporate, 3=IB Account, 4=Joint Account, 5=White Label, 6=Affiliate Private, 7=Employee, 8=Custodian, 9=Fund, 10=eToro Group, 11=News, 12=White List, 13=Analyst, 14=SMSF, 15=Affiliate Corporate, 16=Administrated, 17=Funded Employee, 18=Trust. Controls feature access, regulatory treatment, fee structures, and compliance monitoring level. Referenced by Dim_Customer.AccountTypeID. (Tier 1 - upstream wiki, Dictionary.AccountType)","Primary key identifying the account classification. 0=N/A (DWH placeholder), 1=Private, 2=Corporate, 3=IB Account, 4=Joint Account, 5=White Label, 6=Affiliate Private, 7=Employee, 8=Custodian, 9=Fund,"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,134,Dim_AccountType,AccountTypeID,codepoint,0=N/A,"unt classification. 0=N/A (DWH placeholder), "
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,134,Dim_AccountType,AccountTypeID,codepoint,1=Private," (DWH placeholder), 1=Private, 2=Corporate, 3=IB "
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,134,Dim_AccountType,AccountTypeID,codepoint,2=Corporate,"holder), 1=Private, 2=Corporate, 3=IB Account, 4=Jo"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,134,Dim_AccountType,AccountTypeID,codepoint,3=IB Account,"ivate, 2=Corporate, 3=IB Account, 4=Joint Account, 5"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,134,Dim_AccountType,AccountTypeID,codepoint,4=Joint Account,"rate, 3=IB Account, 4=Joint Account, 5=White Label, 6=A"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,134,Dim_AccountType,AccountTypeID,codepoint,5=White Label,"t, 4=Joint Account, 5=White Label, 6=Affiliate Privat"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,134,Dim_AccountType,AccountTypeID,codepoint,6=Affiliate Private,"unt, 5=White Label, 6=Affiliate Private, 7=Employee, 8=Cust"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,134,Dim_AccountType,AccountTypeID,codepoint,7=Employee,"=Affiliate Private, 7=Employee, 8=Custodian, 9=Fun"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,134,Dim_AccountType,AccountTypeID,codepoint,8=Custodian,"rivate, 7=Employee, 8=Custodian, 9=Fund, 10=eToro G"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,134,Dim_AccountType,AccountTypeID,codepoint,9=Fund,"loyee, 8=Custodian, 9=Fund, 10=eToro Group, 11"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,134,Dim_AccountType,AccountTypeID,codepoint,11=News,"nd, 10=eToro Group, 11=News, 12=White List, 13="
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,134,Dim_AccountType,AccountTypeID,codepoint,12=White List,"oro Group, 11=News, 12=White List, 13=Analyst, 14=SMS"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,134,Dim_AccountType,AccountTypeID,codepoint,13=Analyst,"ews, 12=White List, 13=Analyst, 14=SMSF, 15=Affili"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,134,Dim_AccountType,AccountTypeID,codepoint,14=SMSF,"e List, 13=Analyst, 14=SMSF, 15=Affiliate Corpo"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,134,Dim_AccountType,AccountTypeID,codepoint,15=Affiliate Corporate,"3=Analyst, 14=SMSF, 15=Affiliate Corporate, 16=Administrated, "
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,134,Dim_AccountType,AccountTypeID,codepoint,16=Administrated,"ffiliate Corporate, 16=Administrated, 17=Funded Employee"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,134,Dim_AccountType,AccountTypeID,codepoint,17=Funded Employee,", 16=Administrated, 17=Funded Employee, 18=Trust. Controls"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,134,Dim_AccountType,AccountTypeID,codepoint,18=Trust,"17=Funded Employee, 18=Trust. Controls feature a"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,134,Dim_AccountType,AccountTypeID,lineage_tag,"Tier 1 - upstream wiki, Dictionary.AccountType","eID. (Tier 1 - upstream wiki, Dictionary.AccountType)"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,135,Dim_AccountType,Name,type,varchar(50),varchar(50)
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,135,Dim_AccountType,Name,description,"Human-readable account type label. Maps to Dictionary.AccountType.AccountTypeName in production (renamed in DWH). Used in reporting to display account classification. (Tier 1 - upstream wiki, Dictionary.AccountType)","Human-readable account type label. Maps to Dictionary.AccountType.AccountTypeName in production (renamed in DWH). Used in reporting to display account classification. (Tier 1 - upstream wiki, Dictiona"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,135,Dim_AccountType,Name,lineage_tag,"Tier 1 - upstream wiki, Dictionary.AccountType","ion. (Tier 1 - upstream wiki, Dictionary.AccountType)"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,136,Dim_AccountType,DWHAccountTypeID,type,int,int
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,136,Dim_AccountType,DWHAccountTypeID,description,ETL surrogate key. Set equal to AccountTypeID by SP_Dictionaries_DL_To_Synapse (SELECT AccountTypeID AS DWHAccountTypeID). Carries no additional information beyond AccountTypeID. Present for DWH schema consistency with other Dim_ tables. (Tier 2 - SP_Dictionaries_DL_To_Synapse),ETL surrogate key. Set equal to AccountTypeID by SP_Dictionaries_DL_To_Synapse (SELECT AccountTypeID AS DWHAccountTypeID). Carries no additional information beyond AccountTypeID. Present for DWH schem
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,136,Dim_AccountType,DWHAccountTypeID,lineage_tag,Tier 2 - SP_Dictionaries_DL_To_Synapse,les. (Tier 2 - SP_Dictionaries_DL_To_Synapse)
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,137,Dim_AccountType,StatusID,type,int,int
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,137,Dim_AccountType,StatusID,description,ETL-internal active-row indicator. Hardcoded to 1 by SP_Dictionaries_DL_To_Synapse for all rows. Not from the production source; carries no business meaning. (Tier 2 - SP_Dictionaries_DL_To_Synapse),ETL-internal active-row indicator. Hardcoded to 1 by SP_Dictionaries_DL_To_Synapse for all rows. Not from the production source; carries no business meaning. (Tier 2 - SP_Dictionaries_DL_To_Synapse)
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,137,Dim_AccountType,StatusID,lineage_tag,Tier 2 - SP_Dictionaries_DL_To_Synapse,ing. (Tier 2 - SP_Dictionaries_DL_To_Synapse)
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,138,Dim_AccountType,UpdateDate,type,datetime,datetime
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,138,Dim_AccountType,UpdateDate,description,ETL load timestamp. Set to GETDATE() on each daily reload by SP_Dictionaries_DL_To_Synapse. Does not reflect when the production value changed. (Tier 2 - SP_Dictionaries_DL_To_Synapse),ETL load timestamp. Set to GETDATE() on each daily reload by SP_Dictionaries_DL_To_Synapse. Does not reflect when the production value changed. (Tier 2 - SP_Dictionaries_DL_To_Synapse)
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,138,Dim_AccountType,UpdateDate,lineage_tag,Tier 2 - SP_Dictionaries_DL_To_Synapse,ged. (Tier 2 - SP_Dictionaries_DL_To_Synapse)
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,139,Dim_AccountType,InsertDate,type,datetime,datetime
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,139,Dim_AccountType,InsertDate,description,ETL load timestamp for row (re-)insertion. Set to GETDATE() on every reload (TRUNCATE + INSERT pattern). Always equals UpdateDate on this table. (Tier 2 - SP_Dictionaries_DL_To_Synapse),ETL load timestamp for row (re-)insertion. Set to GETDATE() on every reload (TRUNCATE + INSERT pattern). Always equals UpdateDate on this table. (Tier 2 - SP_Dictionaries_DL_To_Synapse)
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,139,Dim_AccountType,InsertDate,lineage_tag,Tier 2 - SP_Dictionaries_DL_To_Synapse,ble. (Tier 2 - SP_Dictionaries_DL_To_Synapse)
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.md,108,Dim_ActionType,ActionTypeID,type,smallint,smallint
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.md,108,Dim_ActionType,ActionTypeID,nullable,YES,YES
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.md,108,Dim_ActionType,ActionTypeID,description,"Primary key identifying a specific customer action type. Integer codes 0-45 (gap at 33) where 0=N/A sentinel. Used as FK in Fact_CustomerAction, Fact_FirstCustomerAction, Fact_History_Cost, and numerous BI_DB/EXW/eMoney reporting SPs. (Tier 3 — no upstream wiki, grounded in DDL + live data)","Primary key identifying a specific customer action type. Integer codes 0-45 (gap at 33) where 0=N/A sentinel. Used as FK in Fact_CustomerAction, Fact_FirstCustomerAction, Fact_History_Cost, and numero"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.md,108,Dim_ActionType,ActionTypeID,lineage_tag,"Tier 3 - no upstream wiki, grounded in DDL + live data","SPs. (Tier 3 — no upstream wiki, grounded in DDL + live data)"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.md,109,Dim_ActionType,Name,type,varchar(100),varchar(100)
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.md,109,Dim_ActionType,Name,nullable,YES,YES
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.md,109,Dim_ActionType,Name,description,"Human-readable name of the action type. Values include ManualPositionOpen, CopyPositionClose, Deposit, Cashout, Bonus, Chargeback, LoggedIn, Customer Registration, etc. (45 distinct values). (Tier 3 — no upstream wiki, grounded in DDL + live data)","Human-readable name of the action type. Values include ManualPositionOpen, CopyPositionClose, Deposit, Cashout, Bonus, Chargeback, LoggedIn, Customer Registration, etc. (45 distinct values). (Tier 3 —"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.md,109,Dim_ActionType,Name,lineage_tag,"Tier 3 - no upstream wiki, grounded in DDL + live data","es). (Tier 3 — no upstream wiki, grounded in DDL + live data)"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.md,110,Dim_ActionType,UpdateDate,type,datetime,datetime
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.md,110,Dim_ActionType,UpdateDate,nullable,YES,YES
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.md,110,Dim_ActionType,UpdateDate,description,"Timestamp of the last update to this action type row. Most rows show 2013-07-17 (original seed); row 0 shows 2014-02-24. (Tier 3 — no upstream wiki, grounded in DDL + live data)","Timestamp of the last update to this action type row. Most rows show 2013-07-17 (original seed); row 0 shows 2014-02-24. (Tier 3 — no upstream wiki, grounded in DDL + live data)"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.md,110,Dim_ActionType,UpdateDate,lineage_tag,"Tier 3 - no upstream wiki, grounded in DDL + live data","-24. (Tier 3 — no upstream wiki, grounded in DDL + live data)"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.md,111,Dim_ActionType,InsertDate,type,datetime,datetime
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.md,111,Dim_ActionType,InsertDate,nullable,YES,YES
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.md,111,Dim_ActionType,InsertDate,description,"Timestamp when this action type row was first inserted. Same pattern as UpdateDate — bulk seeded 2013-07-17, sentinel added 2014-02-24. (Tier 3 — no upstream wiki, grounded in DDL + live data)","Timestamp when this action type row was first inserted. Same pattern as UpdateDate — bulk seeded 2013-07-17, sentinel added 2014-02-24. (Tier 3 — no upstream wiki, grounded in DDL + live data)"
