left,right,edge_kind,join_keys,purpose,source
etoro_kpi.ddr_mimo_v,bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_mimo_allplatforms,kpi_view_dep,,,etoro_kpi
etoro_kpi.ddr_mimo_v,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked,kpi_view_dep,,,etoro_kpi
etoro_kpi.ddr_mimo_v,bi_output.bi_output_vg_date,kpi_view_dep,,,etoro_kpi
etoro_kpi.ddr_revenue_v,bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_revenue_generating_actions,kpi_view_dep,,,etoro_kpi
etoro_kpi.ddr_revenue_v,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked,kpi_view_dep,,,etoro_kpi
etoro_kpi.ddr_revenue_v,bi_output.bi_output_vg_date,kpi_view_dep,,,etoro_kpi
etoro_kpi.ddr_revenue_v,bi_output.bi_ouput_v_dim_instrumenttype,kpi_view_dep,,,etoro_kpi
etoro_kpi.ddr_revenue_v,bi_output.bi_output_customer_ddr_revenue_metrics,kpi_view_dep,,,etoro_kpi
etoro_kpi.ftd_click_v,etoro_kpi.de_output_ftd_click,kpi_view_dep,,,etoro_kpi
etoro_kpi.ftd_click_v,pivoted,kpi_view_dep,,,etoro_kpi
etoro_kpi.ftd_click_v,logic_base,kpi_view_dep,,,etoro_kpi
etoro_kpi.ftd_click_v_testing_dup_cancle,etoro_kpi.de_output_ftd_click,kpi_view_dep,,,etoro_kpi
etoro_kpi.ftd_click_v_testing_dup_cancle,pivoted,kpi_view_dep,,,etoro_kpi
etoro_kpi.ftd_click_v_testing_dup_cancle,logic_base,kpi_view_dep,,,etoro_kpi
etoro_kpi.ftd_funnel_kyc,compliance.bronze_userapidb_kyc_customeranswers,kpi_view_dep,,,etoro_kpi
etoro_kpi.ftd_funnel_v,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked,kpi_view_dep,,,etoro_kpi
etoro_kpi.ftd_funnel_v,general.bronze_etoro_customer_customer_masked,kpi_view_dep,,,etoro_kpi
etoro_kpi.ftd_funnel_v,general.bronze_etoro_dictionary_platform,kpi_view_dep,,,etoro_kpi
etoro_kpi.ftd_funnel_v,general.bronze_etoro_dictionary_country,kpi_view_dep,,,etoro_kpi
etoro_kpi.ftd_funnel_v,bi_dealing.bi_output_dealing_cidage_data,kpi_view_dep,,,etoro_kpi
etoro_kpi.ftd_funnel_v,general.bronze_etoro_dictionary_playerstatus,kpi_view_dep,,,etoro_kpi
etoro_kpi.ftd_funnel_v,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_regulation,kpi_view_dep,,,etoro_kpi
etoro_kpi.ftd_funnel_v,bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates_masked,kpi_view_dep,,,etoro_kpi
etoro_kpi.ftd_funnel_v,bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_operations_onboarding_flow_userkpis,kpi_view_dep,,,etoro_kpi
etoro_kpi.ftd_funnel_v,etoro_kpi.ftd_funnel_kyc,kpi_view_dep,,,etoro_kpi
etoro_kpi.ftd_funnel_v,etoro_kpi.customer_exclude_list,kpi_view_dep,,,etoro_kpi
etoro_kpi.ftd_funnel_v,etoro_kpi.ftd_click_v,kpi_view_dep,,,etoro_kpi
etoro_kpi.ftd_funnel_v,bi_db.bronze_moneybusdb_dictionary_accounttypes,kpi_view_dep,,,etoro_kpi
etoro_kpi.ftd_funnel_v_dev,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked,kpi_view_dep,,,etoro_kpi
etoro_kpi.ftd_funnel_v_dev,general.bronze_etoro_customer_customer_masked,kpi_view_dep,,,etoro_kpi
etoro_kpi.ftd_funnel_v_dev,general.bronze_etoro_dictionary_platform,kpi_view_dep,,,etoro_kpi
etoro_kpi.ftd_funnel_v_dev,general.bronze_etoro_dictionary_country,kpi_view_dep,,,etoro_kpi
etoro_kpi.ftd_funnel_v_dev,bi_dealing.bi_output_dealing_cidage_data,kpi_view_dep,,,etoro_kpi
etoro_kpi.ftd_funnel_v_dev,general.bronze_etoro_dictionary_playerstatus,kpi_view_dep,,,etoro_kpi
etoro_kpi.ftd_funnel_v_dev,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_regulation,kpi_view_dep,,,etoro_kpi
etoro_kpi.ftd_funnel_v_dev,bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates_masked,kpi_view_dep,,,etoro_kpi
etoro_kpi.ftd_funnel_v_dev,bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_first5actions,kpi_view_dep,,,etoro_kpi
etoro_kpi.ftd_funnel_v_dev,bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_operations_onboarding_flow_userkpis,kpi_view_dep,,,etoro_kpi
etoro_kpi.ftd_funnel_v_dev,etoro_kpi.ftd_funnel_kyc,kpi_view_dep,,,etoro_kpi
etoro_kpi.ftd_funnel_v_dev,etoro_kpi.customer_exclude_list,kpi_view_dep,,,etoro_kpi
etoro_kpi.ftd_funnel_v_dev,etoro_kpi.ftd_click_v,kpi_view_dep,,,etoro_kpi
etoro_kpi.kyc_for_compliance_v,compliance.bronze_userapidb_kyc_customeranswers,kpi_view_dep,,,etoro_kpi
etoro_kpi.kyc_for_compliance_v,compliance.bronze_userapidb_history_customeranswers,kpi_view_dep,,,etoro_kpi
etoro_kpi.kyc_for_compliance_v,compliance.bronze_userapidb_kyc_questions,kpi_view_dep,,,etoro_kpi
etoro_kpi.kyc_for_compliance_v,compliance.bronze_userapidb_kyc_answers,kpi_view_dep,,,etoro_kpi
etoro_kpi.kyc_for_compliance_v,general.bronze_etoro_customer_customer_masked,kpi_view_dep,,,etoro_kpi
etoro_kpi.positions_for_compliance_v,dwh.dim_position,kpi_view_dep,,,etoro_kpi
etoro_kpi.positions_for_compliance_v,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_instrument,kpi_view_dep,,,etoro_kpi
etoro_kpi.positions_for_compliance_v,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_closepositionreason,kpi_view_dep,,,etoro_kpi
etoro_kpi.positions_for_compliance_v,bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates_masked,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_aum,spaceship.bronze_spaceship_metabase_user_beta,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_aum,member_canonical,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_aum,spaceship.bronze_spaceship_metabase_super_user_balances,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_aum,super_bal_raw,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_aum,super_last_weekday,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_aum,spaceship.spaceship_metabase_voyager_user_balances,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_aum,user_id_map,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_aum,voyager_bal_raw,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_aum,voyager_last_weekday,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_aum,spaceship.bronze_spaceship_metabase_nova_user_balances,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_aum,super_bal,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_aum,voyager_bal,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_aum,nova_bal,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_aum,bi_db.bronze_sub_accounts_accounts,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_aum,spaceship.bronze_spaceship_metabase_contact,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_aum,dwh.gold_sql_dp_prod_we_dwh_dbo_fact_currencypricewithsplit,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_aum,combined,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_aum,user_gcid,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_aum,aud_usd_rates,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_fees,spaceship.bronze_spaceship_metabase_user_beta,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_fees,spaceship.bronze_spaceship_metabase_super_transactions,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_fees,user_accounts,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_fees,spaceship.bronze_spaceship_metabase_voyager_account_fees,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_fees,spaceship.bronze_spaceship_metabase_voyager_management_fees,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_fees,spaceship.spaceship_metabase_voyager_product_balances,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_fees,spaceship.bronze_spaceship_metabase_nova_fees,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_fees,spaceship.bronze_spaceship_metabase_nova_transactions,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_fees,bi_db.bronze_sub_accounts_accounts,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_fees,spaceship.bronze_spaceship_metabase_contact,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_fees,dwh.gold_sql_dp_prod_we_dwh_dbo_fact_currencypricewithsplit,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_fees,super_fees,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_fees,voyager_fees,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_fees,voyager_mgmt_fees,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_fees,nova_fees,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_fees,nova_fx_fees,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_fees,user_gcid,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_fees,aud_usd_rates,kpi_view_dep,,,etoro_kpi
etoro_kpi.v_spaceship_mimo,etoro_kpi_prep.v_spaceship_mimo,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_crm_case,crm.gold_crm_case_tiny_for_genie,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_crm_case,crm.gold_crm_web_chat_sessions,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_crm_case,crm.gold_crm_bot_eligible_chats,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_crm_case,crm.gold_crm_case_deescalation,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_crm_case,bi_output.bi_output_vg_case_event,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_crm_case,crm.silver_crm_case,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_crm_case,DeEscalation,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_crm_case,deflection,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_crm_case,Solved,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_customer_first_dates,bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates_masked,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_customer_first_dates,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_customer_first_dates,bi_db.bronze_moneybusdb_dictionary_accounttypes,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_customer_first_dates,bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_first5actions,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_customer_first_dates,general.gold_sql_dp_prod_we_bi_db_dbo_bi_db_clubchangelogproduct,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_daily_snapshot,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_date,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_daily_snapshot,bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_customer_daily_status,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_daily_snapshot,dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_daily_snapshot,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_country,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_daily_snapshot,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerlevel,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_daily_snapshot,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_mifidcategorization,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_daily_snapshot,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_regulation,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_daily_snapshot,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_daily_snapshot,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_gurustatus,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_daily_snapshot,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_accountstatus,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_daily_snapshot,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_accounttype,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_daily_snapshot,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerstatus,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_daily_snapshot,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerstatusreasons,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_daily_snapshot,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerstatussubreasons,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_daily_snapshot,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_language,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_daily_snapshot,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_manager,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_monthly_snapshot,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_date,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_monthly_snapshot,bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_customer_periodic_status,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_monthly_snapshot,dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_monthly_snapshot,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_range,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_monthly_snapshot,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_country,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_monthly_snapshot,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerlevel,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_monthly_snapshot,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_mifidcategorization,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_monthly_snapshot,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_regulation,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_monthly_snapshot,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_monthly_snapshot,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_gurustatus,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_monthly_snapshot,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_accountstatus,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_monthly_snapshot,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_accounttype,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_monthly_snapshot,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerstatus,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_monthly_snapshot,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerstatusreasons,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_monthly_snapshot,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerstatussubreasons,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_monthly_snapshot,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_language,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_customer_monthly_snapshot,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_manager,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_ddr_revenue,bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_revenue_generating_actions,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_ddr_revenue,bi_db.gold_sql_dp_prod_we_bi_db_dbo_dim_revenue_metrics,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_ddr_revenue,bi_output.bi_ouput_v_dim_instrumenttype,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_dealing_clicks_openclose_breakdown,dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_clicks_openclose_breakdown,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_dealing_clicks_openclose_breakdown,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_instrument,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_dealing_clicks_openclose_breakdown,bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates_masked,kpi_view_dep,,,etoro_kpi
etoro_kpi.vg_dealing_dealingdashboard_cid,dealing.bi_output_dealing_dealingdashboard_cid,kpi_view_dep,,,etoro_kpi
