left,right,edge_kind,join_keys,purpose,source
etoro_kpi_stg.crm_csat_survey_per_case_v,etoro_kpi.vg_crm_case,genie_join_spec,`crm_csat_survey_per_case_v`.`simplesurvey__Case__c` = `vg_crm_case`.`CaseID` --rt=FROM_RELATIONSHIP_TYPE_ONE_TO_ONE--,DEV - Customer Support Case Analytics,01f14469b87810f78ac2e068df8dbe62
etoro_kpi_stg.crm_quality_assessment_per_case_v,etoro_kpi.vg_crm_case,genie_join_spec,`crm_quality_assessment_per_case_v`.`Case__c` = `vg_crm_case`.`CaseID` --rt=FROM_RELATIONSHIP_TYPE_ONE_TO_ONE--,DEV - Customer Support Case Analytics,01f14469b87810f78ac2e068df8dbe62
etoro_kpi_stg.crm_quality_assessment_per_case_v,etoro_kpi_stg.crm_user_v,genie_join_spec,`crm_quality_assessment_per_case_v`.`Agent_Under_Assessment__c` = `crm_user_v`.`UserId` --rt=FROM_RELATIONSHIP_TYPE_MANY_TO_ONE--,DEV - Customer Support Case Analytics,01f14469b87810f78ac2e068df8dbe62
etoro_kpi.vg_crm_case,etoro_kpi.cidfirstdates_v,genie_join_spec,`vg_crm_case`.`CID` = `cidfirstdates_v`.`CID` --rt=FROM_RELATIONSHIP_TYPE_MANY_TO_ONE--,DEV - Customer Support Case Analytics,01f14469b87810f78ac2e068df8dbe62
bi_output.bi_output_deltaapp_subscription_view,bi_output_stg.subscription,genie_clique,,Subscription Revenue Insights,01f14465081b1ce5ad870d3d58da09ab
bi_output.bi_output_urban_notifications_daily_panel,bi_output.bi_output_urban_notifications_daily_panel_agg,genie_clique,,Notification Events Analytics,01f1439c57a819a59c1a7f3eb069091c
bi_output.bi_output_urban_notifications_daily_panel,mixpanel.notifications_events,genie_clique,,Notification Events Analytics,01f1439c57a819a59c1a7f3eb069091c
bi_output.bi_output_urban_notifications_daily_panel_agg,mixpanel.notifications_events,genie_clique,,Notification Events Analytics,01f1439c57a819a59c1a7f3eb069091c
bi_db.bronze_fivetran_compliance_leverage_settings_data,bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl,genie_clique,,Buying Power - Rollout Plan Analysis,01f1423bfe1913c1b305f00eafc9a479
bi_db.bronze_fivetran_compliance_leverage_settings_data,dwh.dim_position,genie_clique,,Buying Power - Rollout Plan Analysis,01f1423bfe1913c1b305f00eafc9a479
bi_db.bronze_fivetran_compliance_leverage_settings_data,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_country,genie_clique,,Buying Power - Rollout Plan Analysis,01f1423bfe1913c1b305f00eafc9a479
bi_db.bronze_fivetran_compliance_leverage_settings_data,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked,genie_clique,,Buying Power - Rollout Plan Analysis,01f1423bfe1913c1b305f00eafc9a479
bi_db.bronze_fivetran_compliance_leverage_settings_data,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_instrument,genie_clique,,Buying Power - Rollout Plan Analysis,01f1423bfe1913c1b305f00eafc9a479
bi_db.bronze_fivetran_compliance_leverage_settings_data,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerlevel,genie_clique,,Buying Power - Rollout Plan Analysis,01f1423bfe1913c1b305f00eafc9a479
bi_db.bronze_fivetran_compliance_leverage_settings_data,dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,genie_clique,,Buying Power - Rollout Plan Analysis,01f1423bfe1913c1b305f00eafc9a479
bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl,dwh.dim_position,genie_clique,,Buying Power - Rollout Plan Analysis,01f1423bfe1913c1b305f00eafc9a479
bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_country,genie_clique,,Buying Power - Rollout Plan Analysis,01f1423bfe1913c1b305f00eafc9a479
bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked,genie_clique,,Buying Power - Rollout Plan Analysis,01f1423bfe1913c1b305f00eafc9a479
bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_instrument,genie_clique,,Buying Power - Rollout Plan Analysis,01f1423bfe1913c1b305f00eafc9a479
bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerlevel,genie_clique,,Buying Power - Rollout Plan Analysis,01f1423bfe1913c1b305f00eafc9a479
bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl,dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,genie_clique,,Buying Power - Rollout Plan Analysis,01f1423bfe1913c1b305f00eafc9a479
dwh.dim_position,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_country,genie_clique,,Buying Power - Rollout Plan Analysis,01f1423bfe1913c1b305f00eafc9a479
dwh.dim_position,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked,genie_clique,,Buying Power - Rollout Plan Analysis,01f1423bfe1913c1b305f00eafc9a479
dwh.dim_position,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_instrument,genie_clique,,Buying Power - Rollout Plan Analysis,01f1423bfe1913c1b305f00eafc9a479
dwh.dim_position,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerlevel,genie_clique,,Buying Power - Rollout Plan Analysis,01f1423bfe1913c1b305f00eafc9a479
dwh.dim_position,dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,genie_clique,,Buying Power - Rollout Plan Analysis,01f1423bfe1913c1b305f00eafc9a479
dwh.gold_sql_dp_prod_we_dwh_dbo_dim_country,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked,genie_clique,,Buying Power - Rollout Plan Analysis,01f1423bfe1913c1b305f00eafc9a479
dwh.gold_sql_dp_prod_we_dwh_dbo_dim_country,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_instrument,genie_clique,,Buying Power - Rollout Plan Analysis,01f1423bfe1913c1b305f00eafc9a479
dwh.gold_sql_dp_prod_we_dwh_dbo_dim_country,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerlevel,genie_clique,,Buying Power - Rollout Plan Analysis,01f1423bfe1913c1b305f00eafc9a479
dwh.gold_sql_dp_prod_we_dwh_dbo_dim_country,dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,genie_clique,,Buying Power - Rollout Plan Analysis,01f1423bfe1913c1b305f00eafc9a479
dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_instrument,genie_clique,,Buying Power - Rollout Plan Analysis,01f1423bfe1913c1b305f00eafc9a479
dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerlevel,genie_clique,,Buying Power - Rollout Plan Analysis,01f1423bfe1913c1b305f00eafc9a479
dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked,dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,genie_clique,,Buying Power - Rollout Plan Analysis,01f1423bfe1913c1b305f00eafc9a479
dwh.gold_sql_dp_prod_we_dwh_dbo_dim_instrument,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerlevel,genie_clique,,Buying Power - Rollout Plan Analysis,01f1423bfe1913c1b305f00eafc9a479
dwh.gold_sql_dp_prod_we_dwh_dbo_dim_instrument,dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,genie_clique,,Buying Power - Rollout Plan Analysis,01f1423bfe1913c1b305f00eafc9a479
dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerlevel,dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,genie_clique,,Buying Power - Rollout Plan Analysis,01f1423bfe1913c1b305f00eafc9a479
bi_output_stg.bi_output_operations_documentanalysis,bi_output_stg.bi_output_operations_electronic_verification_cohort,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_documentanalysis,bi_output_stg.bi_output_operations_ops_audit_trail,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_documentanalysis,bi_output_stg.bi_output_operations_ops_customer_info,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_documentanalysis,bi_output_stg.bi_output_operations_ops_customer_logins,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_documentanalysis,bi_output_stg.bi_output_operations_ops_deposits,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_documentanalysis,bi_output_stg.bi_output_operations_ops_emoney_customer_info,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_documentanalysis,bi_output_stg.bi_output_operations_ops_emoney_transactions,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_documentanalysis,bi_output_stg.bi_output_operations_ops_kyc_answers,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_documentanalysis,bi_output_stg.bi_output_operations_ops_positions_details,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_documentanalysis,bi_output_stg.bi_output_operations_ops_relations,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_documentanalysis,bi_output_stg.bi_output_operations_ops_trading_summary,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_documentanalysis,bi_output_stg.bi_output_operations_ops_withdrawals,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_documentanalysis,bi_output_stg.bi_output_operations_risk_alert_management_tool,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_documentanalysis,etoro_kpi.ftd_funnel_v,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_documentanalysis,general.bronze_sts_audit_stsaudit_useroperations,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_electronic_verification_cohort,bi_output_stg.bi_output_operations_ops_audit_trail,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_electronic_verification_cohort,bi_output_stg.bi_output_operations_ops_customer_info,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_electronic_verification_cohort,bi_output_stg.bi_output_operations_ops_customer_logins,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_electronic_verification_cohort,bi_output_stg.bi_output_operations_ops_deposits,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_electronic_verification_cohort,bi_output_stg.bi_output_operations_ops_emoney_customer_info,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_electronic_verification_cohort,bi_output_stg.bi_output_operations_ops_emoney_transactions,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_electronic_verification_cohort,bi_output_stg.bi_output_operations_ops_kyc_answers,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_electronic_verification_cohort,bi_output_stg.bi_output_operations_ops_positions_details,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_electronic_verification_cohort,bi_output_stg.bi_output_operations_ops_relations,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_electronic_verification_cohort,bi_output_stg.bi_output_operations_ops_trading_summary,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_electronic_verification_cohort,bi_output_stg.bi_output_operations_ops_withdrawals,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_electronic_verification_cohort,bi_output_stg.bi_output_operations_risk_alert_management_tool,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_electronic_verification_cohort,etoro_kpi.ftd_funnel_v,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_electronic_verification_cohort,general.bronze_sts_audit_stsaudit_useroperations,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_audit_trail,bi_output_stg.bi_output_operations_ops_customer_info,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_audit_trail,bi_output_stg.bi_output_operations_ops_customer_logins,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_audit_trail,bi_output_stg.bi_output_operations_ops_deposits,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_audit_trail,bi_output_stg.bi_output_operations_ops_emoney_customer_info,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_audit_trail,bi_output_stg.bi_output_operations_ops_emoney_transactions,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_audit_trail,bi_output_stg.bi_output_operations_ops_kyc_answers,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_audit_trail,bi_output_stg.bi_output_operations_ops_positions_details,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_audit_trail,bi_output_stg.bi_output_operations_ops_relations,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_audit_trail,bi_output_stg.bi_output_operations_ops_trading_summary,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_audit_trail,bi_output_stg.bi_output_operations_ops_withdrawals,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_audit_trail,bi_output_stg.bi_output_operations_risk_alert_management_tool,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_audit_trail,etoro_kpi.ftd_funnel_v,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_audit_trail,general.bronze_sts_audit_stsaudit_useroperations,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_customer_info,bi_output_stg.bi_output_operations_ops_customer_logins,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_customer_info,bi_output_stg.bi_output_operations_ops_deposits,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_customer_info,bi_output_stg.bi_output_operations_ops_emoney_customer_info,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_customer_info,bi_output_stg.bi_output_operations_ops_emoney_transactions,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_customer_info,bi_output_stg.bi_output_operations_ops_kyc_answers,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_customer_info,bi_output_stg.bi_output_operations_ops_positions_details,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_customer_info,bi_output_stg.bi_output_operations_ops_relations,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_customer_info,bi_output_stg.bi_output_operations_ops_trading_summary,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_customer_info,bi_output_stg.bi_output_operations_ops_withdrawals,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_customer_info,bi_output_stg.bi_output_operations_risk_alert_management_tool,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_customer_info,etoro_kpi.ftd_funnel_v,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_customer_info,general.bronze_sts_audit_stsaudit_useroperations,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_customer_logins,bi_output_stg.bi_output_operations_ops_deposits,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_customer_logins,bi_output_stg.bi_output_operations_ops_emoney_customer_info,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_customer_logins,bi_output_stg.bi_output_operations_ops_emoney_transactions,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_customer_logins,bi_output_stg.bi_output_operations_ops_kyc_answers,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_customer_logins,bi_output_stg.bi_output_operations_ops_positions_details,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_customer_logins,bi_output_stg.bi_output_operations_ops_relations,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_customer_logins,bi_output_stg.bi_output_operations_ops_trading_summary,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_customer_logins,bi_output_stg.bi_output_operations_ops_withdrawals,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_customer_logins,bi_output_stg.bi_output_operations_risk_alert_management_tool,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_customer_logins,etoro_kpi.ftd_funnel_v,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_customer_logins,general.bronze_sts_audit_stsaudit_useroperations,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_deposits,bi_output_stg.bi_output_operations_ops_emoney_customer_info,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_deposits,bi_output_stg.bi_output_operations_ops_emoney_transactions,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_deposits,bi_output_stg.bi_output_operations_ops_kyc_answers,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_deposits,bi_output_stg.bi_output_operations_ops_positions_details,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_deposits,bi_output_stg.bi_output_operations_ops_relations,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_deposits,bi_output_stg.bi_output_operations_ops_trading_summary,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_deposits,bi_output_stg.bi_output_operations_ops_withdrawals,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_deposits,bi_output_stg.bi_output_operations_risk_alert_management_tool,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_deposits,etoro_kpi.ftd_funnel_v,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_deposits,general.bronze_sts_audit_stsaudit_useroperations,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_emoney_customer_info,bi_output_stg.bi_output_operations_ops_emoney_transactions,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_emoney_customer_info,bi_output_stg.bi_output_operations_ops_kyc_answers,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_emoney_customer_info,bi_output_stg.bi_output_operations_ops_positions_details,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_emoney_customer_info,bi_output_stg.bi_output_operations_ops_relations,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_emoney_customer_info,bi_output_stg.bi_output_operations_ops_trading_summary,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_emoney_customer_info,bi_output_stg.bi_output_operations_ops_withdrawals,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_emoney_customer_info,bi_output_stg.bi_output_operations_risk_alert_management_tool,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_emoney_customer_info,etoro_kpi.ftd_funnel_v,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_emoney_customer_info,general.bronze_sts_audit_stsaudit_useroperations,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_emoney_transactions,bi_output_stg.bi_output_operations_ops_kyc_answers,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_emoney_transactions,bi_output_stg.bi_output_operations_ops_positions_details,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_emoney_transactions,bi_output_stg.bi_output_operations_ops_relations,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_emoney_transactions,bi_output_stg.bi_output_operations_ops_trading_summary,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_emoney_transactions,bi_output_stg.bi_output_operations_ops_withdrawals,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_emoney_transactions,bi_output_stg.bi_output_operations_risk_alert_management_tool,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_emoney_transactions,etoro_kpi.ftd_funnel_v,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_emoney_transactions,general.bronze_sts_audit_stsaudit_useroperations,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_kyc_answers,bi_output_stg.bi_output_operations_ops_positions_details,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_kyc_answers,bi_output_stg.bi_output_operations_ops_relations,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_kyc_answers,bi_output_stg.bi_output_operations_ops_trading_summary,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_kyc_answers,bi_output_stg.bi_output_operations_ops_withdrawals,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_kyc_answers,bi_output_stg.bi_output_operations_risk_alert_management_tool,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_kyc_answers,etoro_kpi.ftd_funnel_v,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_kyc_answers,general.bronze_sts_audit_stsaudit_useroperations,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_positions_details,bi_output_stg.bi_output_operations_ops_relations,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_positions_details,bi_output_stg.bi_output_operations_ops_trading_summary,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
bi_output_stg.bi_output_operations_ops_positions_details,bi_output_stg.bi_output_operations_ops_withdrawals,genie_clique,,OPS - General Genie,01f13c8fb28d1ea6a614c04b2176a96e
