wiki_path,section_4_title,semantic_header,has_source_column,total,n_transformation,n_semantic,n_trivial,pct_passing,skipped_reason
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_MIMO_First_Deposit_All_Platforms.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_MIMO_First_Deposit_All_Platforms.md,Output Columns,Transformation,True,56,4,6,46,17.9,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_MIMO_Options_Platform.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_MIMO_Options_Platform.md,Output Columns,Transformation,True,14,6,2,6,57.1,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_PnL_Single_Day.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_PnL_Single_Day.md,Output Columns,Transformation,True,19,5,1,13,31.6,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_PnL_Single_Day.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Population_Active_Traders.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Population_Active_Traders.md,Output Columns,Transformation,True,15,11,2,2,86.7,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Population_Balance_Only_Accounts.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Population_Balance_Only_Accounts.md,Output Columns,Transformation,True,2,2,0,0,100.0,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Population_First_Time_Funded.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Population_First_Time_Funded.md,Output Columns,Transformation,True,18,15,2,1,94.4,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Population_First_Trading_Action.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Population_First_Trading_Action.md,Output Columns,Transformation,True,20,4,14,2,90.0,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Population_Funded.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Population_Funded.md,Output Columns,Transformation,True,3,1,2,0,100.0,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Population_OTD_DateRange.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Population_OTD_DateRange.md,Output Columns,Transformation,True,3,2,1,0,100.0,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Population_Portfolio_Only.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Population_Portfolio_Only.md,Output Columns,Transformation,True,20,19,1,0,100.0,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_AdminFee.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_AdminFee.md,Output Columns,Transformation,True,36,4,0,32,11.1,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_AdminFee.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_CashoutFee_ExcludeRedeem.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_CashoutFee_ExcludeRedeem.md,Output Columns,Transformation,True,45,1,0,44,2.2,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_CashoutFee_IncRedeem.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_CashoutFee_IncRedeem.md,Output Columns,Transformation,True,45,0,1,44,2.2,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_Commissions.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_Commissions.md,Output Columns,Transformation,True,62,8,0,54,12.9,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_Commissions.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_ConversionFee.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_ConversionFee.md,Output Columns,Transformation,True,57,1,2,54,5.3,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_ConversionFee_WithPositionData.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_ConversionFee_WithPositionData.md,Output Columns,Transformation,True,67,4,2,61,9.0,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_CryptoToFiat_C2F.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_CryptoToFiat_C2F.md,Output Columns,Transformation,True,55,2,2,51,7.3,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_Dividend.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_Dividend.md,Output Columns,Transformation,True,35,2,1,32,8.6,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_DormantFee.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_DormantFee.md,Output Columns,Transformation,True,45,1,0,44,2.2,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_FullCommissions.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_FullCommissions.md,Output Columns,Transformation,True,62,8,0,54,12.9,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_FullCommissions.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_InterestFee.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_InterestFee.md,Output Columns,Transformation,True,45,0,1,44,2.2,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_OptionsPlatform.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_OptionsPlatform.md,Output Columns,Transformation,True,26,9,14,3,88.5,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_RolloverFee.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_RolloverFee.md,Output Columns,Transformation,True,36,4,0,32,11.1,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_RolloverFee.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_SDRT.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_SDRT.md,Output Columns,Transformation,True,34,3,0,31,8.8,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_Share_Lending.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_Share_Lending.md,Output Columns,Transformation,True,26,2,2,22,15.4,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_SpotAdjustFee.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_SpotAdjustFee.md,Output Columns,Transformation,True,36,4,0,32,11.1,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_SpotAdjustFee.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_StakingFee.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_StakingFee.md,Output Columns,Transformation,True,61,8,3,50,18.0,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_TicketFee.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_TicketFee.md,Output Columns,Transformation,True,37,4,5,28,24.3,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_TicketFee.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_TicketFeeByPercent.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_TicketFeeByPercent.md,Output Columns,Transformation,True,37,4,1,32,13.5,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_TicketFeeByPercent.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_Total.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_Total.md,Output Columns,Transformation,True,31,2,29,0,100.0,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_Total.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_Trading_Fees_Breakdown.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_Trading_Fees_Breakdown.md,Output Columns,Transformation,True,34,1,2,31,8.8,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_Trading_Instrument_Level.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_Trading_Instrument_Level.md,Output Columns,Transformation,True,38,10,27,1,97.4,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_Trading_Instrument_Level.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_TransferCoinFee.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_TransferCoinFee.md,Output Columns,Transformation,True,45,0,1,44,2.2,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Search_Functions.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Search_Functions.md,Output Columns,Transformation,True,3,0,1,2,33.3,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Trading_Volume.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Trading_Volume.md,Output Columns,Transformation,True,27,17,10,0,100.0,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Trading_Volume.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Trading_Volume_PositionLevel.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Trading_Volume_PositionLevel.md,Output Columns,Transformation,True,32,17,7,8,75.0,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Trading_Volume_PositionLevel.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/AML_Alerts_OPS_Report.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/AML_Alerts_OPS_Report.md,Elements,Description,False,12,0,12,0,100.0,
knowledge/synapse/Wiki/BI_DB_dbo/Tables/AML_Alerts_OPS_Report.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/AML_German_Video_Ident.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/AML_German_Video_Ident.md,Elements,Description,False,23,2,21,0,100.0,
knowledge/synapse/Wiki/BI_DB_dbo/Tables/AML_German_Video_Ident.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/AML_InstrumentMetaData_Daily_Email.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/AML_InstrumentMetaData_Daily_Email.md,Elements,Description,False,3,2,1,0,100.0,
knowledge/synapse/Wiki/BI_DB_dbo/Tables/AML_InstrumentMetaData_Daily_Email.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/AML_InstrumentMetaData_Daily_Email_DayToDay_Changes.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/AML_InstrumentMetaData_Daily_Email_DayToDay_Changes.md,Elements,Description,False,5,1,4,0,100.0,
knowledge/synapse/Wiki/BI_DB_dbo/Tables/AML_InstrumentMetaData_Daily_Email_DayToDay_Changes.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/Apex_UserProgramEnrolment_2024_01_25.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/Apex_UserProgramEnrolment_2024_01_25.md,Elements,Description,False,5,0,5,0,100.0,
knowledge/synapse/Wiki/BI_DB_dbo/Tables/Apex_UserProgramEnrolment_2024_01_25.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_CLData_AllTimeData_Optimove.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_CLData_AllTimeData_Optimove.md,Elements,Description,False,11,7,4,0,100.0,
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_CLData_AllTimeData_Optimove.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AB_Test.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AB_Test.md,Elements,Description,False,8,1,7,0,100.0,
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AB_Test.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AB_Test_Data.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AB_Test_Data.md,Elements,Description,False,9,1,8,0,100.0,
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AB_Test_Data.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ABook_Exposure.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ABook_Exposure.md,Elements,Description,False,17,16,1,0,100.0,
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ABook_Exposure.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ABook_Exposure_History.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ABook_Exposure_History.md,Elements,Description,False,17,16,1,0,100.0,
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ABook_Exposure_History.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ABook_Exposure_NOPHedged.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ABook_Exposure_NOPHedged.md,Elements,Description,False,16,15,1,0,100.0,
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ABook_Exposure_NOPHedged.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AbuseAPI.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AbuseAPI.md,Elements,Description,False,18,2,16,0,100.0,
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AbuseAPI.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AccountClosure.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AccountClosure.md,Elements,Description,False,16,2,14,0,100.0,
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AccountClosure.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ACH_PWMB_Flag_Report_History.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ACH_PWMB_Flag_Report_History.md,Elements,Description,False,23,19,4,0,100.0,
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ACH_PWMB_Flag_Report_History.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AcquisitionFunnel_AGG.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AcquisitionFunnel_AGG.md,Distribution & Clustering,,False,0,0,0,0,0.0,section_4_not_a_column_table:Distribution & Clustering
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AcquisitionFunnel_AGG.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ActiveAffActualMonthly_Region_GroupAffName.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ActiveAffActualMonthly_Region_GroupAffName.md,Elements,Description,False,13,5,8,0,100.0,
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ActiveAffActualMonthly_Region_GroupAffName.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ActiveAffiliatesPlanned.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ActiveAffiliatesPlanned.md,Elements,Description,False,7,0,7,0,100.0,
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ActiveAffiliatesPlanned.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ActiveAffiliatesPlanned_Actual.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ActiveAffiliatesPlanned_Actual.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ActiveAffiliatesPlanned_Actual.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AdvancedDeposit_Ext.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AdvancedDeposit_Ext.md,Elements,Description,False,47,0,47,0,100.0,
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AdvancedDeposit_Ext.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Ad_Conv.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Ad_Conv.md,Elements,Description,False,28,2,26,0,100.0,
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Ad_Conv.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Ad_Pref.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Ad_Pref.md,Elements,Description,False,36,1,35,0,100.0,
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Ad_Pref.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Campaign_Performance_Report.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Campaign_Performance_Report.md,Elements,Description,False,17,1,16,0,100.0,
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Campaign_Performance_Report.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Conversion_Performance_Report.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Conversion_Performance_Report.md,Elements,Description,False,28,4,24,0,100.0,
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Conversion_Performance_Report.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Dictionary_AdGroup.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Dictionary_AdGroup.md,Elements,Description,False,6,0,6,0,100.0,
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Dictionary_AdGroup.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Dictionary_Campaign.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Dictionary_Campaign.md,Elements,Description,False,6,0,6,0,100.0,
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Dictionary_Campaign.review-needed.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Geo_Conv.lineage.md,,,False,0,0,0,0,0.0,no_section_4
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Geo_Conv.md,Elements,Description,False,23,4,19,0,100.0,
