column_name,occurrence_count,distinct_tables
IBCommissionCurrency,2,2
EVENT_STATUS,2,2
InterestDailyID,2,2
AgentUnderAssesment,2,2
Confirmation_Order_Broker_Name,2,2
LPs_Price,2,2
InstanceExpirationDate,2,2
count8,2,2
usd_invested_etf_at,2,2
eTM_AccountCreateDate,2,2
conversion_purchases_swipe_up,2,2
CustEng_Id,2,2
share_profitable_trades,2,2
MirrorStockInvestedAmount,2,2
NRA_TAX_CODE,2,2
dividendYieldDaily-TTM,2,2
wr_item_sk,2,2
sm_carrier,2,2
fsra_uae_open,2,2
CAR_statusdate,2,2
_c45,2,2
ApaPublicationType,2,2
SettlementMethod,2,2
is_financial,2,2
Quantity_BNY_Supposed_End,2,2
comissions_ctrl_var_all_variants,2,2
ReferringPlayerLevelId,2,2
cvr_2_plus_trading_currencies_events_mp,2,2
WinBack_1M,2,2
Coinbase_Prime_BVI,2,2
t_shift,2,2
wind_gust_instantaneous,2,2
cs_ext_list_price,2,2
HideExceptIBCRM,2,2
_c36,2,2
_c34,2,2
SocialNetworkExternalId,2,2
is_employment_status_provided,2,2
IsFinCenFinra,2,2
cvr_to_watchlists_distinct_items_added,2,2
login_dates,2,2
Stop_Flag,2,2
CycleRunId,2,2
CircuitBreakerAlertThresholdUSD,2,2
GS-Clients_AmountUSD,2,2
final_verified_but_no_vl3_flag,2,2
Active_Comm,2,2
ContactType,2,2
cvr_to_any_comission,2,2
Funded_New_Def,2,2
FirstDepositAmounts,2,2
RegAccountSubProgramID,2,2
traders7DayChange-System-RankAsc,2,2
ss_sold_date_sk,2,2
SenderAddress,2,2
AdditionalCitizenship_Country,2,2
CashEquity,2,2
Hedge_EMSOrders_validation,2,2
MrgnUpd_Coll_CollstnCtgy,2,2
funds_allocation_medium_sub_question,2,2
Collateral_Value_BNY,2,2
tabMostUsedExtension,2,2
view_time_millis,2,2
Returns_LastModified,2,2
SecurityItemsSet_Message,2,2
Trigger_OpenNearClose,2,2
ClassificationID,2,2
V3_Complete,2,2
CurrentBalance,2,2
RegistrationFirstDate,2,2
accountVisibility,2,2
updatedAtDateTime,2,2
RegPlayerStatus,2,2
RequestAmountInLots,2,2
RECORD_DATE,2,2
GK8_-_ETH_FCA_Withdrawal-_Staking,2,2
TradeMoney,2,2
currentRevenuePerEmployee-Annual,2,2
totalVolumeLast3Months-TTM,2,2
listing_id,2,2
cc_street_name,2,2
CopyTraders_Delete,2,2
Y_Slippage_1_Spreaded,2,2
ASCO_Call,2,2
NMI_ind,2,2
Loan_value,2,2
voyager_closed_at_date,2,2
SubID,2,2
aud_fee_amount,2,2
Rate_Equilend,2,2
robust_z_score_30,2,2
cvr_to_close_position_dwh,2,2
cvr_to_not_etoro_money_deposit,2,2
Repo,2,2
Trigger_NewsTrading,2,2
Task_Subtype,2,2
RateConverstionToUSD,2,2
cvr_2_plus_deposits_mp,2,2
cvr_3_plus_trading_indices_events_mp,2,2
watchlist_add_sessions,2,2
GER30_SL/TP_and_Manually,2,2
Count_Opened_Copy,2,2
UnitMarginAskDiscounted,2,2
internalExchangeName,2,2
RiskAppetitefear99.5_,2,2
sr_return_time_sk,2,2
Survey_Owner__c,2,2
Linked_Detail_Client_Reference_Number,2,2
Customer_Ref.,2,2
Linked_1st_Local_Amount,2,2
cvr_to_trading_non_cfd_events_mp,2,2
routing_expected_but_missing_flag,2,2
PeriodicHedgeHours,2,2
CountryID_ThisYear,2,2
DECLARED_SEC_RATE,2,2
is_reminder_setting,2,2
p_channel_email,2,2
cd_demo_sk,2,2
cp_catalog_page_sk,2,2
metrics_videoQuartileP75Rate,2,2
Sales_ViewAll,2,2
CanShowCashier,2,2
EndCash,2,2
Y_SlippagePrice_Spreaded,2,2
provider_datazoo_latest_status,2,2
FutureBalance,2,2
RPRI,2,2
NETW,2,2
ManualSetDeferralTime,2,2
device_attributes_locale_variant,2,2
has_year_mismatch,2,2
extraction_timestamp,2,2
device_attributes_location_permission,2,2
TxClientBalanceCategory,2,2
StartHour,2,2
SFManagerID,2,2
P19_Response,2,2
MessageBody,2,2
deposit_amount_t2,2,2
sr_store_sk,2,2
Registrations_Delete,2,2
AccountManagerImagePath,2,2
PaymentDetails3ID,2,2
current_price,2,2
Password__c,2,2
Linked_2nd_Local_Currency_Code,2,2
BaseID,2,2
Tax_Code,2,2
lp__subaccount_,2,2
watchlist_sticky_items_added,2,2
comissions_trimmed_to_1000_usd_cuped,2,2
P15_Response,2,2
explainability_bucket,2,2
WithdrawToFundingActionID,2,2
LTV_8Y,2,2
OnBehalfOfCompID,2,2
CompensationsApexUSStocks,2,2
CryptoCommission,2,2
Value_percenet,2,2
returnOnAssets-TTM,2,2
tipranksAnalystsSupportingHold,2,2
w_warehouse_sq_ft,2,2
Languages__c,2,2
ClearingAccount,2,2
P11_Response,2,2
AmountNew,2,2
vendor_events_first_one_source_ts,2,2
TimeMessageWasRecieved,2,2
AmountIn_NewTrades_CFD_Stocks_LevCFD,2,2
CopyCommission,2,2
MarketingRegion_ThisWeek,2,2
isDelisted,2,2
Gain_m,2,2
NeedsResetPassword,2,2
PortalRole,2,2
OptionContractDate,2,2
Transaction_Type,2,2
Collateral_unit_of_measure,2,2
ApaRequestStatus,2,2
exchange_ccy,2,2
ETB_USD_Lent,2,2
windowStart,2,2
is_silver,2,2
volume_commodities_at,2,2
DeliveryZipCode,2,2
ios_installs,2,2
rebate_asset_amount,2,2
from_step_order,2,2
Active_FX,2,2
ActiveOpen_Real_Crypto_Lev1,2,2
TIN_CountryName,2,2
SubmissionLastUpdatedTimeStamp,2,2
NOP_long_CFD,2,2
ws_item_sk,2,2
cr_returned_date_sk,2,2
sr_refunded_cash,2,2
web_zip,2,2
wr_fee,2,2
i_manufact_id,2,2
Tools_eCPL,2,2
SECURITY_DESCRIPTION,2,2
MoneyMoveDirection,2,2
model_evidence_last_failure_ts,2,2
AllocationRequestID,2,2
XNG_SL/TP_and_Manually,2,2
FractionalCFDs,2,2
sr_item_sk,2,2
cr_refunded_hdemo_sk,2,2
Categories_ViewAll,2,2
EndProcessStatusID,2,2
NFA_Fee_CCY,2,2
Reversal_Date,2,2
Central_Securities_Depository___CSD___participant_or_indirect_participant_Type,2,2
Clearing_member,2,2
Maturity_date_of_the_security,2,2
IsDummy,2,2
redenomDt,2,2
BankAccountBankProviderId,2,2
lines_suggested,2,2
attachment_avg_view_time_millis,2,2
SecurityItemsSet_Items_Security_ISIN,2,2
MirrorCash,2,2
identity_type,2,2
SourceFile,2,2
user_profitability_for_etoro,2,2
PnL_CFD_Stocks_LevCFD,2,2
Amount$Withdraw,2,2
investorRelationsUrl,2,2
wr_net_loss,2,2
ss_quantity,2,2
dv_360_insertion_order,2,2
ExecutionWithinFirm,2,2
liquid_net_worth_band,2,2
explanation,2,2
durationSeconds,2,2
IsSingleFunding,2,2
signal_name,2,2
UserOptInState,2,2
sessions_per_user_cuped,2,2
DateHour,2,2
CompensationToAffiliate,2,2
TRSCryptoOpeningBalance,2,2
IndicesCommission,2,2
OtherCompensationAmount,2,2
MIMO_RoleQueue,2,2
ev_match_status_name,2,2
w_country,2,2
workspace_url,2,2
Chargebacks_ViewAll,2,2
TradeReportInstruction,2,2
CORRECTION_DATETIME,2,2
company_reply_date__utc_,2,2
has_become_chargeable,2,2
custom_event_3_value_swipe_up,2,2
SecurityItemsSet_Security_Market,2,2
Active_Real_Stocks_Lev1,2,2
ActiveOpen_CFD_Crypto_LevCFD,2,2
sum_parent_amounts_before,2,2
5YearAveragePERatio-Annual,2,2
priceToSales-Annual,2,2
user_club_ordered,2,2
hd_vehicle_count,2,2
cd_education_status,2,2
TransferID,2,2
OptionExerciseStyle,2,2
Floating_rate_reference_period___time_period,2,2
Case_Status,2,2
reviewed_at,2,2
VIRTU-Clients_Units,2,2
USDRateApprox,2,2
RealizedEquityNoCFD,2,2
trading_indices_events_mp,2,2
cvr_to_price_alerts_set,2,2
TransactionLink,2,2
subscriptionIncludedReqs,2,2
SpreadReturnFactor,2,2
PlatinumPlusHighRisk,2,2
event,2,2
Units_Apex,2,2
cvr_to_deposit_no_withdrawal,2,2
current_day_of_week,2,2
BalanceLocked,2,2
ReportingType,2,2
website-Annual,2,2
relevance_score,2,2
device_attributes_web_browser_version,2,2
VersionNumber,2,2
P24_Response,2,2
CardStatusChangeSource,2,2
P10_Response,2,2
saves,2,2
Exposure_dr,2,2
Device_Type,2,2
NSDQ100_SL/TP_and_Manually,2,2
Real_Units,2,2
PAYOUT_TYPE,2,2
returnOnAverageTotalEquity-Annual,2,2
cs_wholesale_cost,2,2
wr_refunded_cdemo_sk,2,2
wr_returning_cdemo_sk,2,2
i_color,2,2
Reports_InactiveAffiliates,2,2
MoneybookersAccount,2,2
Deposits_ViewAll,2,2
Y_Slippage_1_SpreadedUSD,2,2
ExecutingBranchCountry,2,2
TriggeredSendID,2,2
ActiveWallet,2,2
SecurityItemsSet_Items_Security_Message,2,2
priceLow,2,2
ClientBalanceRealizedPnL,2,2
RealStocksOpeningBalance,2,2
Market_Name,2,2
MAX_WITHHOLDING_TAX_PCT,2,2
s_state,2,2
BuyerDecisionMakerNPCode,2,2
aud_balance_eow,2,2
custody_account_name,2,2
Impact,2,2
Bar_Level_2,2,2
lines_accepted,2,2
SecurityItemsSet_Items_Security_Valoren,2,2
inherited_bid_strategy_type,2,2
card_debit_or_credit,2,2
cvr_to_verification_lvl_1_be_events,2,2
before_parent_return,2,2
IsOpen_CopyPortfolio,2,2
Task_Subject,2,2
Bitgo_Omnibus_-_Redeem,2,2
Deal_ID,2,2
Stop_Level,2,2
OpenpositionsCashClientRate,2,2
ws_warehouse_sk,2,2
source_ip_address,2,2
ca_street_type,2,2
i_brand_id,2,2
CompensationMethodID,2,2
Execution_Units_Step__c,2,2
ApaInitialPublicationType,2,2
MrgnUpd_TxId_Prtry_Id,2,2
transaction_country,2,2
application_last_updated_at,2,2
CopyRealizedEquity_pnl,2,2
per_TryPhoneVerf,2,2
cvr_2_plus_trading_indices_events_mp,2,2
QueryHash,2,2
final_deposit_click,2,2
P26_Response,2,2
provider_trulioo_latest_status,2,2
AI_Confidence,2,2
UnrealizedFullCommissionChangeTRSCrypto,2,2
NewCopyNetActions,2,2
cr_returning_addr_sk,2,2
ss_net_profit,2,2
web_rec_start_date,2,2
quality_score,2,2
InstrumentTypes_Edit,2,2
EarningUserDailyOver360,2,2
TradingDateTime,2,2
BranchLocation,2,2
Security_or_commodity_price_Type,2,2
BuyerFirstNames,2,2
sell_DLT_value,2,2
all_sql_queries,2,2
eToroUSD_CR,2,2
docebo_v3__Code__c,2,2
conversion_login,2,2
custom_event_5_swipe_up,2,2
VerifiedByProvider,2,2
Anomalies_TheoreticalCost_Ticket_Cost_dr,2,2
IsCanceled,2,2
Internal_Touch_Count,2,2
bank_further_reason,2,2
BalanceOnlyAccount_ThisWeek,2,2
Value_Source,2,2
sixMonthPriceChange,2,2
popularityUniques-System-RankAsc,2,2
SellerDecisionMakerDateOfBirth,2,2
broker_id,2,2
eTM_AccountProgram,2,2
eTM_AccountSubProgram,2,2
ad_squad_id,2,2
conversion_start_checkout,2,2
EstimatesSets_Estimates_Date,2,2
DefaultCurrency,2,2
RealizedEquityTP,2,2
missing_dates,2,2
popularityUniques30Day,2,2
boardOfDirectorMeetingDate,2,2
d_date_sk,2,2
Action_type,2,2
OverridePxQtyValidation,2,2
ExecutingFirm,2,2
unit_balance_eoq,2,2
IsCurrentUser,2,2
CollateralProfile,2,2
High_Risk_AND_No_POA,2,2
merch_tran_ref_,2,2
cvr_2_plus_login_dates,2,2
Current_Rate,2,2
IsFunded_ThisQuarter,2,2
TradingFee,2,2
Email_Id,2,2
s_store_id,2,2
IsMainProvider,2,2
TypeOfComminication,2,2
NVMStatsSF__Week_of_Year__c,2,2
Last_Coupon_Send_Date__c,2,2
Last_Account_Manager__c,2,2
Order_Placement_Date,2,2
OptionsRequirement,2,2
Contract,2,2
SOURCE_TRADE_ID,2,2
Floating_rebate_rate,2,2
CashIn_Description,2,2
EstimatesSets_Outcome,2,2
Active_Ind,2,2
StateIDAsInteger,2,2
IsPrepaid,2,2
UnrealizedFullCommissionChangeRealStocks,2,2
ManualRealCryptoopen_poscount,2,2
ProcedureName,2,2
Real_USA_-_Fireblocks,2,2
GK8_DC_EU,2,2
ESTIMATED_RATE_FLAG,2,2
figiCode,2,2
TriggeringUrbanPushId,2,2
WireSwiftCode,2,2
ad_type,2,2
clusterId,2,2
DayTradeBuyingPowerIssued,2,2
Delivery_by_Value___DBV___indicator,2,2
RcncltnRpt_TxId_UnqIdr_Prtry_Id,2,2
TXStatusCorrelationID,2,2
SecurityItemsSet_Items_Security_Cusip,2,2
GS_FXRate,2,2
AmlCompliance,2,2
converted_trade_t1,2,2
COIN,2,2
CanChatAndPost,2,2
FTDThisQuarter,2,2
NegativeWithdrawableLiability,2,2
NegativeRefill,2,2
TotalCryptoPositionAmountTRS,2,2
WithdrawType,2,2
ChatSummary,2,2
DECLARED_DISBURSED_SEDOL,2,2
dollarVolume1Week-TTM,2,2
ws_bill_customer_sk,2,2
Availability_for_collateral_reuse,2,2
clientProfileMS,2,2
SellerIdentificationCode,2,2
PlayerStatusIDTxDate,2,2
discover_items_clicked_then_traded,2,2
commit_total_count,2,2
SecurityItemsSet_IdentifierType,2,2
DocumentClassification,2,2
attempt_seq,2,2
ChangeOccurred,2,2
PrivacyEventID,2,2
exchange_fees,2,2
CS_OPS,2,2
cc_call_center_id,2,2
NetPrevLT,2,2
NVMStatsSF__Month_of_Year__c,2,2
_c44,2,2
OperationalMode,2,2
AggregationStatus,2,2
conversion_add_to_wishlist_view,2,2
No_Air_Drop,2,2
PaymentSpecificationStatusId,2,2
ChangeLogID,2,2
TotalTransfersInvestedRealFutures,2,2
ClientMoneyClosingBalance,2,2
createdAtDateTime,2,2
TimeTo1stResponse,2,2
highPriceLast3Months-Annual,2,2
web_site_sk,2,2
cc_company_name,2,2
ManualCFDopen_leveraged_amount,2,2
policy_allow_cross_vendor_evidence_combining,2,2
TransferOutvalue_agg,2,2
anomaly_30_z_r,2,2
RawDataFromEH,2,2
Citadel_FXRate,2,2
OpenTrade_CardView_Indices,2,2
NewTrades_Real_Crypto_Lev1,2,2
TreeVolume,2,2
ClientBalanceRealizedPnLRealStocks,2,2
Active_CFD_Crypto_LevCFD,2,2
per_POITry,2,2
Net_Annual_Income,2,2
workflow_run_date,2,2
ws_ext_list_price,2,2
cr_returning_customer_sk,2,2
Reports_AffiliateList,2,2
NVMStatsSF__ChkStr__c,2,2
DepositStatusID,2,2
Source_Tax_Withheld,2,2
TxId_UnqIdr_Prtry_Id,2,2
WhatsAppChatID,2,2
cvr_to_trade_dwh,2,2
cvr_to_trading_cfd_events_mp,2,2
right_transformation,2,2
ClientRiskAssignmentType,2,2
custom_event_2,2,2
InvalidDOBFlag,2,2
TypeformDate,2,2
oneYearPriceChange,2,2
totalVolumeMTD-TTM,2,2
cr_ship_mode_sk,2,2
cloud_cover_medium,2,2
admin_approved,2,2
IsHidden,2,2
Tools_EmailBroadcast,2,2
evidence_sources_chosen_for_decision,2,2
top_of_book_bid,2,2
_c40,2,2
CardStatusTime,2,2
gpt_response,2,2
is_bronze,2,2
ManagerTitleID,2,2
CardEvent,2,2
BankWebSite,2,2
MoneyIn_CopyPortfolio,2,2
docs_gdoc_link,2,2
UnrealizedCommissionChangeRealFutures,2,2
Compensation_DormantFee,2,2
RealFuturesOpenBalance,2,2
NOP_short_CFD,2,2
i_category,2,2
w_warehouse_id,2,2
sum_synapse,2,2
Y_ExecutionRateUSD,2,2
abs_dev_30,2,2
ExchangeFeeInstrumentCurrency,2,2
trade_count_t3,2,2
CONTRACT,2,2
FTDWeek,2,2
Basis,2,2
CustomerPnLCopy,2,2
conferenceCallBroadcastURL,2,2
max_SysStartTime_netting_table,2,2
VATNumber,2,2
RegistrationID,2,2
LastOpen,2,2
LimitOffsetPercentage,2,2
emailName_,2,2
TradeLegendCode,2,2
P6_Response,2,2
conversion_login_swipe_up,2,2
Is_High_Risk_AND_No_POI,2,2
Spreads_ha,2,2
ToSumLotCount,2,2
EvStatusId,2,2
Leverage_Type,2,2
web_mkt_desc,2,2
wr_returned_date_sk,2,2
destination_type,2,2
wp_web_page_sk,2,2
video_quartile_p_25_rate,2,2
metrics_videoQuartileP100Rate,2,2
isolationLevel,2,2
Linked_Detail_Transaction_Description_1,2,2
boost_recipe_created_at,2,2
P11_Risk,2,2
cmdkUsages,2,2
Is_PEP_No_POI,2,2
Citadel-eToro_AmountUSD,2,2
final_status_last_partially_verified_ts,2,2
MoneyIn_Copy,2,2
BalanceCurrencyID,2,2
UnRealizedEquity,2,2
fallback_type,2,2
ACC_Transactional_Revenue_Total,2,2
AM_Team,2,2
NextOrderDate,2,2
naicsCode-TTM,2,2
ipoDate,2,2
source_table_catalog,2,2
ResultId,2,2
OneTouch,2,2
OvernightFactorCalculated,2,2
Ending_Balance_Local,2,2
ShortTradeBalance,2,2
ComplexTradeComponentId,2,2
is_politically_exposed,2,2
DimPositionBalance_agg,2,2
MidPrice,2,2
cvr_to_etoro_money_withdrawal,2,2
positions_closed,2,2
Updated_by_automatic_process__c,2,2
DeliveryCountryCode,2,2
TradeTags,2,2
WarningType,2,2
CopiedAccount,2,2
TotalNegativeLiability,2,2
ManualCFDCryptoopen_poscount,2,2
Rebate_Asset_Value,2,2
Bitgo_-_EU,2,2
5DayMovingAverage-TTM,2,2
averageDailyVolumeLast9Months-TTM,2,2
MonthOfInterest,2,2
Preferences_Setup,2,2
FirstCommunicationDate,2,2
ColumnName_Target,2,2
CtrPtyId_SubmitgAgt_LEI,2,2
is_fixed_fee_chargeable,2,2
EndPointUrl,2,2
PostedAt,2,2
D,2,2
grouping_start,2,2
IsOpen_Copy,2,2
CopyNetProfit,2,2
data_type,2,2
Sub_Reason,2,2
sectorName-TTM,2,2
record_type,2,2
ss_cdemo_sk,2,2
AllowDailyInterest,2,2
CUSTOMER_ID,2,2
Apex-Clients Amount USD,2,2
UserRoleID,2,2
KYC_Monitoring,2,2
eToroUnits,2,2
RTBF_Process,2,2
MrgnUpd_Coll_CollPrtflCd_Prtfl_NoPrtfl,2,2
CmonTradData_TxData_TxId_Prtry_Id,2,2
order_direction,2,2
TxCategory,2,2
n_positions_cfd_ctrl_var_all_variants,2,2
LastEvaluationData,2,2
day_1_to_3_retention,2,2
IsPublishInRealTime,2,2
RestrictManualActions,2,2
TheoreticalCost_dr,2,2
PnL_Real_Crypto,2,2
NewTrades_CFD_Crypto,2,2
RegRegulationID,2,2
web_icon_url,2,2
Citizenship_Country,2,2
TotalTradeBalance,2,2
ApaRejectText,2,2
LEI_of_the_issuer,2,2
main_account__etoro_,2,2
isin_code,2,2
Bank_name_by_Bincode,2,2
CardStatusExpirationTime,2,2
ProviderTransactionID,2,2
custom_event_4_value_swipe_up,2,2
Issue_Types_Text,2,2
Notional,2,2
CostSubTypeID,2,2
cvr_to_club,2,2
cvr_3_plus_watchlist_removes,2,2
OrderStatusId,2,2
_c30,2,2
CtrctMod_ActnTp,2,2
Lost_Debt,2,2
robust_z_score_7,2,2
DateOfReg,2,2
ProcessingDate,2,2
OpenOpenPositions,2,2
SecurityLendingEnabled,2,2
NOP_Crypto_TRS,2,2
expiry_date,2,2
outsourced_agent,2,2
MaxAgeInMonths,2,2
TimeMessageWasAck,2,2
Accounting_Description_Line_1,2,2
UnrealizedPnLChangeCryptoTRS,2,2
NetDeposits,2,2
TradeRestrictor,2,2
EtoroFeeCalculated,2,2
ChinaUnionPayAccountNumber,2,2
NVMStatsSF__UTC_ISO8601_Week__c,2,2
Classification_of_a_security_used_as_collateral,2,2
asic_additional_major,2,2
MarketSpreadThreshold,2,2
partition_date,2,2
TxStatus,2,2
chatRequests,2,2
count13,2,2
Air_Drop,2,2
Options_FTD_DateID,2,2
MasterAffiliateID,2,2
PINType,2,2
ServiceDesk,2,2
Mark_Price,2,2
CostSubType,2,2
median_value_low_dif,2,2
cc_street_type,2,2
DynamicGroupID,2,2
SellerSurnames,2,2
voyager_tmd_answers_created_at,2,2
anomaly_14_z_r,2,2
FeeMisc,2,2
conversion_save,2,2
SecurityItemsSet_Items_Security_CategoryOrIndustry,2,2
MarginUtilPct,2,2
LostDebt,2,2
Rank_Amount,2,2
Sales_Import,2,2
WireBankAddress,2,2
Countries_Move,2,2
bin_country,2,2
VIRTU-eToro_Rate,2,2
Cashout_Fee,2,2
FilterInstrumentTypeID,2,2
PI_Potential__c,2,2
TransactionCorrelationId,2,2
P1_Response,2,2
CardLimitsGroupId,2,2
suggested_document_type,2,2
OpenBuySell,2,2
dividendPayoutRatio-TTM,2,2
PublicAddress,2,2
cp_department,2,2
parent_user_name,2,2
Tools_PayAffiliatesApprove,2,2
OfferTypeID,2,2
AgentUnderAssessmentPosition,2,2
model_time_first_attempt_to_success_sec,2,2
bytes_written,2,2
COL_LEI_of_the_issuer,2,2
device_attributes_background_push_enabled,2,2
issue_count,2,2
condition_order,2,2
ref_data_exchange,2,2
CountryNamePI,2,2
to_step_order,2,2
BankAccountStatusChangeReasonCode,2,2
ToSumDeposit,2,2
type_of_issue,2,2
close_position_events_mp,2,2
IBAN_FTD_DateID,2,2
Equity_Indicator_1M,2,2
hd_dep_count,2,2
AffiliateTypes_Delete,2,2
Event_date,2,2
PreTradeSIZE,2,2
Value_date_of_the_collateral,2,2
RcncltnRpt_MtchgCrit_CtrPtyMtchgCrit_DrctnOrSd_Val1_CtrPtySd,2,2
initial_date__y_m_d_,2,2
VIRTU-eToro_AmountUSD,2,2
z_score_7,2,2
OP_Buy_Units,2,2
count18,2,2
8020,2,2
TimeMessageInsertedToQueue,2,2
templateid_1,2,2
CashedOut,2,2
RegistrationCountry,2,2
OpenOrderNumber,2,2
sr_addr_sk,2,2
sm_type,2,2
PortfolioHasEverBeenFunded,2,2
MessagingChannelId,2,2
CtrPtyId_OthrCtrPty_IdTp_Lgl_Id_LEI,2,2
Adjusted_rate,2,2
CmonTradData_TxData_Cmmdty_Agrcltrl_Othr_BasePdct,2,2
voyager_product_created_at,2,2
ExpiresOn,2,2
branch_time_to_review,2,2
VIRTU_AmountUSD,2,2
Spreads_dr,2,2
AmountIn_NewTrades_Total,2,2
cvr_3_plus_watchlist_sticky_items_added,2,2
cvr_to_raf_invitee_registration,2,2
UsedBonus,2,2
inital_date_y_m_d_,2,2
Bitstamp_EU,2,2
averageDailyVolumeLast3Months-TTM,2,2
d_fy_year,2,2
Instruments_HTB_10,2,2
LastMonthAmountInvest,2,2
Syn_UpdateDate,2,2
Registration_Fees,2,2
LongEquityMarketValue,2,2
IsUserProvidedDifferentPhoneNumber,2,2
Quntity,2,2
Floating_rebate_rate_payment_frequency___time_period,2,2
ReportingFirm,2,2
question_length_words,2,2
UserInteractionTypeId,2,2
total_seats,2,2
6058,2,2
SecurityItemsSet_Security_Name,2,2
Citadel_LocalAmount,2,2
FTDeLastYear,2,2
PublishLike,2,2
IsFirstDecrease_Since2023_3M,2,2
Is_Shareholder,2,2
ReportPartyID,2,2
ss_ext_sales_price,2,2
precipitation_type,2,2
CounterpartyFirm,2,2
ExchangeFeeInPercentage,2,2
month_name,2,2
CA_ID__c,2,2
LimitsGroupName,2,2
GlobalCashedOut,2,2
RichMediaUrl,2,2
CostBasis,2,2
traders30DayChange,2,2
c_current_cdemo_sk,2,2
cs_bill_addr_sk,2,2
column,2,2
FrequencySP,2,2
ValtnTmStmp_DtTm,2,2
has_become_financial,2,2
TxLocalDate,2,2
cvr_3_plus_watchlists_distinct_items_added,2,2
user_input,2,2
BankAccountExternalId,2,2
SecurityItemsSet_Security_Identity,2,2
CustEng_LastModifiedDate,2,2
provider_datazoo2_latest_status,2,2
OpenTrade_CardView_ETF,2,2
Task_CallDuration,2,2
NoRestrictionNetProfit,2,2
ZoomURL,2,2
CurrencyBalanceISOCode,2,2
Coinbase_EU,2,2
operatingIncomeAfterUnusualItems-Annual,2,2
joined_at,2,2
p_end_date_sk,2,2
AffiliateCustom5,2,2
Reports_ClickDetail,2,2
vendor_events_first_attempt_ts,2,2
SUM_Initial_Amount_Euro,2,2
ACTION_VOLUME,2,2
NEW_AskSpreaded,2,2
Research_Fee,2,2
aud_balance_prev_eow,2,2
RafStatusID,2,2
WithAdvice,2,2
ChangePassword,2,2
count7,2,2
count_withdrawals,2,2
cvr_2_plus_watchlist_removes,2,2
cvr_to_trading_stocks_events_mp,2,2
IsFunded_ThisYear,2,2
63,2,2
UserAllocation,2,2
vl3_before_first_ev_flag,2,2
ClientOrderTrade,2,2
SrrRejectCode,2,2
fca_open,2,2
account_mapping_for_cy_finance,2,2
average_interest_rate,2,2
custom_event_5_value,2,2
model_total_chat_copy_events,2,2
count5,2,2
ExchangeUnitsVolume,2,2
FundingId,2,2
PostAdjustmentRatio,2,2
Silver_And_More,2,2
Gooddollar,2,2
internalStockIndustryName,2,2
web_site_id,2,2
ca_street_name,2,2
hd_buy_potential,2,2
cc_company,2,2
Affiliates_Import,2,2
MarketStatus,2,2
voyager_portfolio,2,2
AccumulatedUSDAmountApprox,2,2
PhoneStatus,2,2
RichMediaId,2,2
CurrentSecondaryGroups,2,2
pr_merged,2,2
EstimatesSets_Estimates_Estimates,2,2
EOD_Equity_CFD_Stocks,2,2
stamp_duty,2,2
NetTransfersLiability,2,2
Revenue14days,2,2
To_be_Cancelled__c,2,2
DtldVldtnRule_Desc,2,2
nova_signed_up_at_date,2,2
value_usd,2,2
default,2,2
max_price,2,2
UnroundedNetProfit,2,2
ItemId,2,2
language_total_engaged_users,2,2
SecurityItemsSet_Security_Delay,2,2
Weekly_Percentile,2,2
Stress_Test,2,2
Email_CreatedDate,2,2
MOP,2,2
Equity_Threshold_1M,2,2
ELIGIBLE_ind,2,2
TriggerGroup,2,2
NumberOfPublicCaseComments,2,2
Date_MIMO,2,2
release_notes,2,2
currQuarterPriceChange,2,2
cs_ext_discount_amt,2,2
cr_return_ship_cost,2,2
e_toro_country_id,2,2
AverageResponseTimeOperator,2,2
final_status_current,2,2
PriceCurrency,2,2
Coll_CollstnCtgy,2,2
admin_fee_usd,2,2
saxo_shortfall_units,2,2
GROUPID,2,2
docebo_v3__CreationDate__c,2,2
P8_Risk,2,2
IsMinor,2,2
android_installs,2,2
language_name,2,2
count4,2,2
23,2,2
InstanceStatusReasonID,2,2
DateForPartition,2,2
OrderReference,2,2
city-Annual,2,2
client_application,2,2
d_fy_week_seq,2,2
AffiliateCustom2,2,2
CO_Case,2,2
AssistedReportSRR,2,2
SrrTradeID,2,2
__of_transfer,2,2
postRedenomCrncy,2,2
NextActivationDateTime,2,2
OriginalLoginName,2,2
isfuture,2,2
conversion_subscribe_swipe_up,2,2
SecurityItemsSet_Items_Date,2,2
Hedged_DeltaSQRatio,2,2
policy_required_sources,2,2
TradingEventsAfterMinUsageWithinDay,2,2
Settlement_Asset_Name,2,2
PercentToPortfolio,2,2
10DayMovingAverage-TTM,2,2
i_class_id,2,2
audit_level,2,2
Affiliates_Delete,2,2
POB_Country,2,2
AML_Status,2,2
Created_Date_Time__c,2,2
LastDate,2,2
Long_Short_Flag,2,2
TargetAPA,2,2
verification_lvl_2_be_events,2,2
eTM_CurrencyBalanceCreateDate,2,2
OverallRiskScoreBase,2,2
CopyFundAUM,2,2
cross_rate,2,2
DowntypeID,2,2
PreviousGuruStatus,2,2
TableName_Target,2,2
Claimable_Voting_Rewards_-_Nostro,2,2
cr_store_credit,2,2
kpi,2,2
economic_sector,2,2
Tri_party_agent,2,2
aud_balance_eoq,2,2
preEuroIdIsin,2,2
mtfAsscMktCompIdBbGlobal,2,2
acceptedLinesAdded,2,2
broker_id_type,2,2
First_Action_CFD,2,2
ComplianceScore,2,2
s_date_y_m_d_,2,2
Difference_Percent,2,2
