class,phrase,table_fqn,query_count,unique_users,owning_skill_id,hub_skill_id,genie_space_id,genie_space_name,registered_table_count,actual_used_table_count,unused_registered_count,unregistered_used_count,used_not_documented_count,top_used_tables,unused_registered_sample,unregistered_used_sample,used_not_documented_sample,suggested_action
A,isexcludeuser,main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_customeraction,272,,position-state-and-grain,domain-trading,,,,,,,,,,,,PROMOTE phrase 'isexcludeuser' to hub 'domain-trading' triggers (used on 1 of its owned tables)
A,ispartialclosechild,"main.etoro_kpi.cfd_statusinfo_v, main.etoro_kpi.customer_snapshot_v, main.etoro_kpi.ddr_mimo_v",261,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'ispartialclosechild' to hub 'domain-customer-and-identity' triggers (used on 6 of its owned tables)
A,ispartialclosechild,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_mimo_allplatforms,261,,mimo-panel-and-ddr,domain-payments,,,,,,,,,,,,PROMOTE phrase 'ispartialclosechild' to hub 'domain-payments' triggers (used on 1 of its owned tables)
A,ispartialclosechild,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_instrument,261,,instruments-and-asset-classes,domain-trading,,,,,,,,,,,,PROMOTE phrase 'ispartialclosechild' to hub 'domain-trading' triggers (used on 1 of its owned tables)
A,clubtier,"main.etoro_kpi.customer_snapshot_v, main.etoro_kpi.ddr_aum_v, main.etoro_kpi.ddr_mimo_v",255,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'clubtier' to hub 'domain-customer-and-identity' triggers (used on 6 of its owned tables)
A,positions_for_compliance_v,"main.etoro_kpi.cfd_statusinfo_v, main.etoro_kpi.customer_snapshot_v, main.etoro_kpi.ddr_aum_v",249,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'positions_for_compliance_v' to hub 'domain-customer-and-identity' triggers (used on 8 of its owned tables)
A,isdeleted,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_dim_account,248,,emoney-accounts-and-cards,domain-payments,,,,,,,,,,,,PROMOTE phrase 'isdeleted' to hub 'domain-payments' triggers (used on 1 of its owned tables)
A,date_spine,"main.etoro_kpi.ddr_aum_v, main.etoro_kpi.ddr_mimo_v, main.etoro_kpi.ddr_revenue_v",245,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'date_spine' to hub 'domain-customer-and-identity' triggers (used on 4 of its owned tables)
A,mixpanel,"main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_dailypanel_club, main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_monthlypanel_fulldata",237,,customer-models-and-segmentation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'mixpanel' to hub 'domain-customer-and-identity' triggers (used on 2 of its owned tables)
A,mixpanel,main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_customeraction,237,,deposits-and-withdrawals,domain-payments,,,,,,,,,,,,PROMOTE phrase 'mixpanel' to hub 'domain-payments' triggers (used on 1 of its owned tables)
A,mixpanel,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_revenue_generating_actions,237,,trading-revenue-and-fees,domain-revenue-and-fees,,,,,,,,,,,,PROMOTE phrase 'mixpanel' to hub 'domain-revenue-and-fees' triggers (used on 1 of its owned tables)
A,mixpanel,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_revenue_generating_actions,237,,hedge-cost-recon,domain-trading,,,,,,,,,,,,PROMOTE phrase 'mixpanel' to hub 'domain-trading' triggers (used on 1 of its owned tables)
A,origin,"main.etoro_kpi.vg_crm_case, main.etoro_kpi_stg.crm_user_v",224,,crm-cases-csat-and-churn,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'origin' to hub 'domain-customer-and-identity' triggers (used on 2 of its owned tables)
A,caseownertitle,main.etoro_kpi.ddr_revenue_v,199,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'caseownertitle' to hub 'domain-customer-and-identity' triggers (used on 1 of its owned tables)
A,mp_event_name,"main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_country, main.etoro_kpi.vg_customer_customer_first_dates",195,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'mp_event_name' to hub 'domain-customer-and-identity' triggers (used on 2 of its owned tables)
A,crm_case_v,main.etoro_kpi.ddr_revenue_v,193,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'crm_case_v' to hub 'domain-customer-and-identity' triggers (used on 1 of its owned tables)
A,schemaevolutionmode,main.etoro_kpi.ddr_revenue_v,180,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'schemaevolutionmode' to hub 'domain-customer-and-identity' triggers (used on 1 of its owned tables)
A,infercolumntypes,main.etoro_kpi.ddr_revenue_v,180,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'infercolumntypes' to hub 'domain-customer-and-identity' triggers (used on 1 of its owned tables)
A,mergeschema,main.etoro_kpi.ddr_revenue_v,180,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'mergeschema' to hub 'domain-customer-and-identity' triggers (used on 1 of its owned tables)
A,ignoreleadingwhitespace,main.etoro_kpi.ddr_revenue_v,175,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'ignoreleadingwhitespace' to hub 'domain-customer-and-identity' triggers (used on 1 of its owned tables)
A,ignoretrailingwhitespace,main.etoro_kpi.ddr_revenue_v,175,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'ignoretrailingwhitespace' to hub 'domain-customer-and-identity' triggers (used on 1 of its owned tables)
A,__databricks_internal_catalog_genie_files_5142916747090026,main.etoro_kpi.ddr_revenue_v,175,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase '__databricks_internal_catalog_genie_files_5142916747090026' to hub 'domain-customer-and-identity' triggers (used on 1 of its owned tables)
A,silver_crm_case,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked,171,,customer-master-record,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'silver_crm_case' to hub 'domain-customer-and-identity' triggers (used on 1 of its owned tables)
A,silver_crm_user,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_dim_account,168,,emoney-accounts-and-cards,domain-payments,,,,,,,,,,,,PROMOTE phrase 'silver_crm_user' to hub 'domain-payments' triggers (used on 1 of its owned tables)
A,daily_volume,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_instrument,159,,instruments-and-asset-classes,domain-trading,,,,,,,,,,,,PROMOTE phrase 'daily_volume' to hub 'domain-trading' triggers (used on 1 of its owned tables)
A,calendaryear,"main.etoro_kpi.customer_snapshot_v, main.etoro_kpi.ddr_aum_v, main.etoro_kpi.ddr_mimo_v",156,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'calendaryear' to hub 'domain-customer-and-identity' triggers (used on 5 of its owned tables)
A,rolloverfee,"main.etoro_kpi.ddr_mimo_v, main.etoro_kpi.ddr_revenue_v",153,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'rolloverfee' to hub 'domain-customer-and-identity' triggers (used on 2 of its owned tables)
A,rolloverfee,main.de_output.de_output_etoro_kpi_fact_customeraction_w_metrics,153,,deposits-and-withdrawals,domain-payments,,,,,,,,,,,,PROMOTE phrase 'rolloverfee' to hub 'domain-payments' triggers (used on 1 of its owned tables)
A,rolloverfee,main.de_output.de_output_etoro_kpi_fact_customeraction_w_metrics,153,,copy-trading-and-mirror,domain-trading,,,,,,,,,,,,PROMOTE phrase 'rolloverfee' to hub 'domain-trading' triggers (used on 1 of its owned tables)
A,italian,"main.etoro_kpi.ddr_aum_v, main.etoro_kpi.ddr_mimo_v, main.etoro_kpi.ddr_revenue_v",153,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'italian' to hub 'domain-customer-and-identity' triggers (used on 3 of its owned tables)
A,trading_date,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_instrument,146,,instruments-and-asset-classes,domain-trading,,,,,,,,,,,,PROMOTE phrase 'trading_date' to hub 'domain-trading' triggers (used on 1 of its owned tables)
A,casenumber,"main.etoro_kpi.vg_crm_case, main.etoro_kpi_stg.crm_user_v",146,,crm-cases-csat-and-churn,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'casenumber' to hub 'domain-customer-and-identity' triggers (used on 2 of its owned tables)
A,dwh_daily_process,main.etoro_kpi.ddr_aum_v,145,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'dwh_daily_process' to hub 'domain-customer-and-identity' triggers (used on 1 of its owned tables)
A,dwh_daily_process,main.general.bronze_etoro_trade_liquidityprovidercontracts,145,,lp-contracts-and-cogs,domain-trading,,,,,,,,,,,,PROMOTE phrase 'dwh_daily_process' to hub 'domain-trading' triggers (used on 1 of its owned tables)
A,integer,"main.etoro_kpi.ddr_revenue_v, main.pii_data_stg.gold_de_aml_snapshot_customer_enriched_v",143,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'integer' to hub 'domain-customer-and-identity' triggers (used on 2 of its owned tables)
A,iscopy,"main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_country, main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_regulation, main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked",141,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'iscopy' to hub 'domain-customer-and-identity' triggers (used on 4 of its owned tables)
A,instrument_type,"main.etoro_kpi.customer_snapshot_v, main.etoro_kpi.ddr_revenue_v, main.etoro_kpi.positions_for_compliance_v",139,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'instrument_type' to hub 'domain-customer-and-identity' triggers (used on 3 of its owned tables)
A,fundedaccounts,"main.etoro_kpi.ddr_mimo_v, main.etoro_kpi.ddr_revenue_v",132,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'fundedaccounts' to hub 'domain-customer-and-identity' triggers (used on 2 of its owned tables)
A,gold_exposure_business_undertaking,"main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_regulation, main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked",132,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'gold_exposure_business_undertaking' to hub 'domain-customer-and-identity' triggers (used on 2 of its owned tables)
A,gold_exposure_business_undertaking,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_instrument,132,,instruments-and-asset-classes,domain-trading,,,,,,,,,,,,PROMOTE phrase 'gold_exposure_business_undertaking' to hub 'domain-trading' triggers (used on 1 of its owned tables)
A,identity,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_instrument,132,,instruments-and-asset-classes,domain-trading,,,,,,,,,,,,PROMOTE phrase 'identity' to hub 'domain-trading' triggers (used on 1 of its owned tables)
A,schemahints,main.etoro_kpi.ddr_revenue_v,131,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'schemahints' to hub 'domain-customer-and-identity' triggers (used on 1 of its owned tables)
A,ownerid,"main.etoro_kpi.vg_crm_case, main.etoro_kpi_stg.crm_user_v",129,,crm-cases-csat-and-churn,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'ownerid' to hub 'domain-customer-and-identity' triggers (used on 2 of its owned tables)
A,ownerid,main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_customeraction,129,,deposits-and-withdrawals,domain-payments,,,,,,,,,,,,PROMOTE phrase 'ownerid' to hub 'domain-payments' triggers (used on 1 of its owned tables)
A,ownerid,main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_customeraction,129,,position-state-and-grain,domain-trading,,,,,,,,,,,,PROMOTE phrase 'ownerid' to hub 'domain-trading' triggers (used on 1 of its owned tables)
A,openorcloseid,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked,128,,customer-master-record,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'openorcloseid' to hub 'domain-customer-and-identity' triggers (used on 1 of its owned tables)
A,alert_root_cause,"main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_regulation, main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked",128,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'alert_root_cause' to hub 'domain-customer-and-identity' triggers (used on 2 of its owned tables)
A,alert_root_cause,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_instrument,128,,instruments-and-asset-classes,domain-trading,,,,,,,,,,,,PROMOTE phrase 'alert_root_cause' to hub 'domain-trading' triggers (used on 1 of its owned tables)
A,reportrundateid,"main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_country, main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_regulation, main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked",128,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'reportrundateid' to hub 'domain-customer-and-identity' triggers (used on 3 of its owned tables)
A,reportrundateid,"main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoneyclientbalance, main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_financereportsbalancesnew",128,,finance-recon-and-balances,domain-payments,,,,,,,,,,,,PROMOTE phrase 'reportrundateid' to hub 'domain-payments' triggers (used on 2 of its owned tables)
A,metrics,main.bi_compliance_stg.bi_compliance_cmp_tables_cmp_aml_risk_classification_aggregated_level,126,,aml-risk-scoring,domain-compliance-and-aml,,,,,,,,,,,,PROMOTE phrase 'metrics' to hub 'domain-compliance-and-aml' triggers (used on 1 of its owned tables)
A,metrics,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_mimo_allplatforms,126,,mimo-panel-and-ddr,domain-payments,,,,,,,,,,,,PROMOTE phrase 'metrics' to hub 'domain-payments' triggers (used on 1 of its owned tables)
A,mp_user_id,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked,126,,customer-master-record,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'mp_user_id' to hub 'domain-customer-and-identity' triggers (used on 1 of its owned tables)
A,_alert_type,"main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_regulation, main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked",125,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase '_alert_type' to hub 'domain-customer-and-identity' triggers (used on 2 of its owned tables)
A,_alert_type,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_instrument,125,,instruments-and-asset-classes,domain-trading,,,,,,,,,,,,PROMOTE phrase '_alert_type' to hub 'domain-trading' triggers (used on 1 of its owned tables)
A,calendarquarter,"main.etoro_kpi.customer_snapshot_v, main.etoro_kpi.ddr_aum_v, main.etoro_kpi.ddr_mimo_v",124,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'calendarquarter' to hub 'domain-customer-and-identity' triggers (used on 5 of its owned tables)
A,case_details,"main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_regulation, main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked",124,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'case_details' to hub 'domain-customer-and-identity' triggers (used on 2 of its owned tables)
A,case_details,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_instrument,124,,instruments-and-asset-classes,domain-trading,,,,,,,,,,,,PROMOTE phrase 'case_details' to hub 'domain-trading' triggers (used on 1 of its owned tables)
A,energy_instruments,"main.etoro_kpi.customer_snapshot_v, main.etoro_kpi.kyc_for_compliance_v, main.etoro_kpi.positions_for_compliance_v",123,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'energy_instruments' to hub 'domain-customer-and-identity' triggers (used on 3 of its owned tables)
A,timestampformat,main.etoro_kpi.ddr_revenue_v,123,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'timestampformat' to hub 'domain-customer-and-identity' triggers (used on 1 of its owned tables)
A,product_analytics_stg,main.etoro_kpi.vg_customer_customer_first_dates,122,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'product_analytics_stg' to hub 'domain-customer-and-identity' triggers (used on 1 of its owned tables)
A,product_analytics_stg,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_instrument,122,,instruments-and-asset-classes,domain-trading,,,,,,,,,,,,PROMOTE phrase 'product_analytics_stg' to hub 'domain-trading' triggers (used on 1 of its owned tables)
A,ddr_aum_v,"main.etoro_kpi.customer_snapshot_v, main.etoro_kpi.ddr_aum_v, main.etoro_kpi.ddr_mimo_v",121,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'ddr_aum_v' to hub 'domain-customer-and-identity' triggers (used on 5 of its owned tables)
A,distinct_id,main.etoro_kpi.ddr_revenue_v,120,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'distinct_id' to hub 'domain-customer-and-identity' triggers (used on 1 of its owned tables)
A,activeaccounts,"main.etoro_kpi.ddr_aum_v, main.etoro_kpi.ddr_revenue_v",118,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'activeaccounts' to hub 'domain-customer-and-identity' triggers (used on 2 of its owned tables)
A,player_status,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked,118,,customer-master-record,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'player_status' to hub 'domain-customer-and-identity' triggers (used on 1 of its owned tables)
A,player_status,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_instrument,118,,instruments-and-asset-classes,domain-trading,,,,,,,,,,,,PROMOTE phrase 'player_status' to hub 'domain-trading' triggers (used on 1 of its owned tables)
A,case_count,main.etoro_kpi.cidfirstdates_v,117,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'case_count' to hub 'domain-customer-and-identity' triggers (used on 1 of its owned tables)
A,netprofit,"main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_kyc_panel, main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked, main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities",117,,customer-master-record,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'netprofit' to hub 'domain-customer-and-identity' triggers (used on 4 of its owned tables)
A,netprofit,"main.de_output.de_output_etoro_kpi_fact_customeraction_w_metrics, main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_customeraction",117,,deposits-and-withdrawals,domain-payments,,,,,,,,,,,,PROMOTE phrase 'netprofit' to hub 'domain-payments' triggers (used on 2 of its owned tables)
A,netprofit,main.de_output.de_output_etoro_kpi_fact_customeraction_w_metrics,117,,fees-deposit-withdraw-fx,domain-revenue-and-fees,,,,,,,,,,,,PROMOTE phrase 'netprofit' to hub 'domain-revenue-and-fees' triggers (used on 1 of its owned tables)
A,netprofit,"main.de_output.de_output_etoro_kpi_fact_customeraction_w_metrics, main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_customeraction, main.trading.bronze_etoro_history_position_datafactory",117,,position-state-and-grain,domain-trading,,,,,,,,,,,,PROMOTE phrase 'netprofit' to hub 'domain-trading' triggers (used on 3 of its owned tables)
A,sequence,main.etoro_kpi.ddr_revenue_v,116,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'sequence' to hub 'domain-customer-and-identity' triggers (used on 1 of its owned tables)
A,sequence,"main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_customer_daily_status, main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_mimo_allplatforms",116,,mimo-panel-and-ddr,domain-payments,,,,,,,,,,,,PROMOTE phrase 'sequence' to hub 'domain-payments' triggers (used on 2 of its owned tables)
A,sequence,main.dealing.bi_output_dealing_bestexecution_report,116,,best-execution,domain-trading,,,,,,,,,,,,PROMOTE phrase 'sequence' to hub 'domain-trading' triggers (used on 1 of its owned tables)
